x,y,z,label
-10,237,47,1
-14,238,44,1
-10,238,47,1
-2,239,48,1
3,252,37,1
-2,253,52,1
-1,252,58,1
1,253,59,1
1,249,51,1
-7,246,36,1
-20,241,35,1
-26,238,41,1
-10,234,46,1
5,241,42,1
13,255,29,1
8,258,24,1
-10,255,30,1
-24,247,41,1
-26,244,47,1
-16,237,51,1
1,229,50,1
19,239,34,1
27,250,24,1
15,252,27,1
-5,248,33,1
-20,246,37,1
-20,244,39,1
-7,246,41,1
1,249,43,1
6,249,45,1
4,248,41,1
1,248,36,1
-7,237,34,1
0,249,40,1
-1,247,37,1
-1,241,30,1
0,236,25,1
-1,235,29,1
0,246,39,1
1,254,47,1
3,255,48,1
6,252,44,1
3,248,37,1
-6,244,33,1
-13,243,32,1
-11,243,36,1
-1,242,37,1
7,240,36,1
12,240,33,1
11,241,31,1
2,249,35,1
-1,256,41,1
-8,262,48,1
-9,258,53,1
-3,245,49,1
1,234,36,1
3,228,25,1
1,230,20,1
-2,240,27,1
-2,254,43,1
2,259,52,1
10,258,50,1
11,256,49,1
3,250,42,1
-8,245,38,1
-16,239,31,1
-15,237,31,1
-7,237,32,1
8,236,34,1
20,238,35,1
19,242,37,1
5,251,44,1
-10,259,53,1
-15,259,53,1
-11,251,46,1
-2,243,40,1
6,237,34,1
12,236,30,1
13,243,29,1
4,253,38,1
-5,258,46,1
-12,249,47,1
-9,236,43,1
-3,229,37,1
7,231,33,1
7,235,33,1
8,255,41,1
-4,258,46,1
-12,255,45,1
-7,255,40,1
0,255,37,1
3,251,40,1
-1,244,42,1
-2,232,38,1
-2,228,33,1
2,229,28,1
8,237,27,1
4,249,41,1
0,257,53,1
-2,260,56,1
-2,258,52,1
1,253,52,1
1,247,47,1
2,240,33,1
-1,233,21,1
-5,230,23,1
-2,238,39,1
0,251,55,1
1,259,62,1
2,259,61,1
-2,246,52,1
3,241,40,1
2,235,25,1
6,231,17,1
7,231,27,1
-3,246,45,1
-19,256,61,1
-22,257,57,1
-14,257,48,1
-1,258,43,1
11,254,44,1
19,243,43,1
19,234,42,1
6,224,36,1
-13,229,32,1
-36,244,23,1
-37,257,7,1
2,250,17,1
0,230,13,1
-5,233,38,1
-34,238,29,1
-31,259,39,1
-9,268,43,1
14,260,45,1
23,250,43,1
17,240,43,1
3,231,40,1
-14,229,32,1
-20,235,35,1
-15,241,36,1
2,251,43,1
15,256,46,1
16,256,46,1
11,254,41,1
3,250,36,1
-5,245,33,1
-6,240,36,1
-1,239,37,1
4,243,40,1
7,253,42,1
2,255,46,1
-5,250,51,1
-4,235,50,1
-3,225,44,1
3,222,33,1
8,232,29,1
10,251,35,1
4,268,50,1
-2,275,55,1
-7,267,57,1
-2,259,54,1
1,250,44,1
5,239,30,1
4,231,29,1
-1,224,41,1
-6,225,57,1
-5,229,62,1
-5,236,52,1
1,240,43,1
7,248,39,1
-2,270,27,1
7,261,49,1
-1,269,62,1
-4,266,62,1
2,253,59,1
9,229,57,1
14,211,52,1
8,219,45,1
-9,237,36,1
-27,253,31,1
-27,257,38,1
1,256,58,1
32,256,67,1
32,250,67,1
23,242,60,1
14,230,47,1
-14,235,39,1
-41,242,34,1
-34,243,36,1
-4,243,41,1
17,245,39,1
19,249,38,1
6,252,41,1
1,257,52,1
-7,266,56,1
-16,265,46,1
-16,253,35,1
-8,233,38,1
2,214,38,1
2,197,34,1
5,209,39,1
4,242,54,1
-2,271,64,1
-9,281,60,1
-9,279,46,1
-13,271,36,1
-13,256,27,1
-9,233,26,1
8,221,37,1
-39,217,48,1
-18,237,50,1
-6,243,46,1
13,251,49,1
19,249,53,1
13,245,53,1
2,244,46,1
-10,246,41,1
-18,252,35,1
-16,255,33,1
-4,253,38,1
4,247,45,1
8,241,52,1
4,233,54,1
-11,232,48,1
-20,240,36,1
-16,248,28,1
-1,252,24,1
8,258,31,1
11,262,49,1
6,259,59,1
2,248,59,1
-9,232,46,1
-14,233,38,1
-17,228,24,1
-8,224,22,1
2,229,30,1
14,242,49,1
17,255,62,1
3,263,61,1
-13,268,54,1
-16,260,47,1
-12,248,43,1
-10,238,38,1
-5,236,40,1
2,233,46,1
3,241,45,1
4,252,38,1
3,257,34,1
-1,254,41,1
-9,244,43,1
-15,231,43,1
-17,225,40,1
-10,225,42,1
4,236,42,1
19,256,37,1
25,273,39,1
11,276,41,1
-8,268,41,1
-23,253,42,1
-25,236,43,1
-17,220,46,1
-2,213,45,1
9,226,40,1
17,245,34,1
13,259,33,1
3,264,34,1
-7,260,34,1
-16,255,41,1
-18,243,46,1
-14,228,47,1
-5,224,49,1
4,236,47,1
13,252,42,1
9,262,38,1
2,263,33,1
-10,258,32,1
-13,248,32,1
-7,236,32,1
0,230,38,1
0,234,49,1
-1,242,53,1
-1,249,50,1
0,251,42,1
0,248,35,1
0,244,32,1
-1,244,34,1
-1,248,37,1
0,253,44,1
2,251,44,1
4,246,40,1
2,244,38,1
-4,244,40,1
-13,245,41,1
-14,245,43,1
-2,245,44,1
13,249,43,1
19,249,36,1
9,246,33,1
-8,242,32,1
-22,242,36,1
-19,245,45,1
-5,253,52,1
7,256,51,1
13,252,45,1
8,244,41,1
0,236,38,1
-7,233,36,1
-3,236,34,1
-1,248,37,1
4,257,45,1
7,256,46,1
3,252,42,1
-6,244,38,1
-12,240,38,1
-16,236,39,1
-6,237,39,1
11,245,44,1
24,255,47,1
21,259,51,1
7,252,50,1
-5,241,48,1
-15,233,38,1
-22,231,31,1
-19,235,30,1
-4,247,39,1
15,263,58,1
24,266,68,1
19,253,62,1
7,242,53,1
-4,236,39,1
-13,228,28,1
-16,224,24,1
-16,236,34,1
-5,257,55,1
8,269,64,1
14,261,60,1
12,250,57,1
3,243,54,1
-7,243,49,1
-8,238,31,1
-1,236,29,1
1,241,37,1
0,241,43,1
-1,241,44,1
1,246,45,1
2,252,45,1
1,254,41,1
0,256,42,1
-3,254,42,1
-4,247,45,1
-2,240,47,1
1,232,43,1
3,234,38,1
6,243,39,1
4,253,40,1
0,254,40,1
-7,248,44,1
-11,241,38,1
-8,239,36,1
0,246,37,1
8,254,40,1
9,256,44,1
5,255,47,1
0,251,51,1
-6,249,52,1
-10,246,45,1
-8,238,36,1
-2,230,29,1
1,224,27,1
5,226,35,1
6,240,46,1
2,257,56,1
1,266,56,1
-1,264,49,1
-2,260,43,1
-3,256,40,1
-6,251,41,1
-7,247,39,1
-2,240,36,1
5,236,38,1
11,234,40,1
10,230,39,1
1,230,35,1
-9,237,36,1
-14,248,43,1
-9,254,48,1
-3,255,49,1
-2,252,40,1
0,245,34,1
4,247,33,1
6,258,41,1
3,269,50,1
-1,264,51,1
-2,248,54,1
3,230,55,1
6,217,44,1
4,212,34,1
0,222,31,1
-13,243,38,1
-11,268,49,1
-1,272,59,1
8,265,63,1
9,256,57,1
5,245,42,1
2,235,25,1
-4,232,24,1
-16,243,39,1
-16,255,54,1
-3,259,59,1
4,253,52,1
5,238,44,1
2,227,37,1
-1,225,32,1
-4,230,27,1
-2,238,31,1
0,252,48,1
0,265,60,1
0,265,58,1
0,257,57,1
-2,249,59,1
-5,241,54,1
-4,240,40,1
3,239,26,1
11,243,28,1
14,249,43,1
6,253,51,1
-5,251,49,1
-13,245,43,1
-14,240,37,1
-7,233,35,1
4,235,38,1
12,244,45,1
14,253,49,1
8,256,47,1
1,252,41,1
-5,245,34,1
-10,242,33,1
-6,244,32,1
1,251,40,1
4,256,52,1
2,253,55,1
-1,245,55,1
-11,241,60,1
-16,234,56,1
-10,232,40,1
4,233,24,1
19,239,32,1
23,252,52,1
6,264,64,1
-10,268,61,1
-13,260,54,1
-10,247,46,1
-2,233,39,1
1,222,34,1
3,215,33,1
6,227,40,1
8,249,51,1
9,269,58,1
5,276,54,1
0,271,53,1
-4,260,46,1
-5,249,41,1
-7,235,31,1
-8,217,26,1
-9,207,28,1
-6,213,35,1
4,237,48,1
18,262,58,1
21,274,59,1
16,270,54,1
3,261,48,1
-6,257,42,1
-18,253,36,1
-22,243,35,1
-12,231,37,1
6,223,34,1
21,219,32,1
8,226,28,1
-2,233,31,1
-13,246,44,1
-7,263,59,1
3,270,63,1
6,268,62,1
4,262,54,1
0,255,44,1
-4,245,34,1
-4,235,30,1
-4,228,28,1
-7,224,36,1
-7,228,42,1
-6,232,43,1
0,241,41,1
7,248,44,1
12,255,49,1
11,262,54,1
8,269,55,1
3,272,47,1
-4,267,38,1
-16,253,29,1
-22,236,30,1
-16,214,34,1
-6,199,36,1
3,203,41,1
12,225,47,1
18,258,55,1
15,279,52,1
4,280,48,1
-10,273,52,1
-19,265,54,1
-16,254,50,1
-10,239,39,1
-2,226,35,1
5,217,36,1
2,221,35,1
-7,233,37,1
-11,241,46,1
-6,247,53,1
3,251,50,1
8,254,47,1
9,259,43,1
7,266,44,1
1,268,47,1
-11,255,49,1
-18,237,57,1
-15,223,57,1
-3,218,47,1
8,221,31,1
19,233,27,1
18,254,39,1
3,269,56,1
-16,265,65,1
-25,254,67,1
-21,246,65,1
-10,241,52,1
2,238,36,1
12,237,23,1
15,240,26,1
4,251,43,1
-11,255,60,1
-17,250,61,1
-14,239,55,1
-3,233,43,1
9,233,35,1
11,240,33,1
2,250,37,1
-13,260,48,1
-19,260,53,1
-13,255,50,1
1,251,47,1
11,246,45,1
10,240,44,1
-1,234,43,1
-15,235,41,1
-17,236,36,1
-4,241,35,1
10,249,37,1
16,255,44,1
6,254,48,1
-7,248,50,1
-16,244,50,1
-15,244,42,1
-4,247,36,1
10,245,34,1
16,246,31,1
10,244,32,1
-2,245,39,1
-12,248,49,1
-11,252,56,1
-1,249,56,1
4,245,51,1
6,241,39,1
1,242,28,1
-2,243,25,1
-3,248,36,1
0,251,51,1
0,247,58,1
2,235,53,1
1,233,44,1
-3,240,36,1
-9,250,37,1
-4,257,44,1
3,266,52,1
9,265,54,1
5,256,52,1
1,238,47,1
-3,223,38,1
-9,214,30,1
-9,218,30,1
-2,238,45,1
8,261,60,1
13,274,64,1
7,271,60,1
0,262,58,1
-5,253,52,1
-7,239,44,1
-3,225,33,1
-1,217,28,1
-2,223,36,1
-2,239,48,1
4,256,51,1
12,268,54,1
9,267,54,1
3,258,50,1
0,244,43,1
-4,231,33,1
-14,229,34,1
-14,233,45,1
-5,241,46,1
11,249,45,1
20,255,44,1
17,255,42,1
8,253,39,1
-3,250,37,1
-14,246,38,1
-16,242,40,1
-9,239,44,1
0,238,43,1
9,236,45,1
12,239,43,1
11,245,44,1
2,252,43,1
-5,254,44,1
-11,253,44,1
-10,251,46,1
-2,250,46,1
2,248,45,1
6,245,40,1
7,241,38,1
3,239,38,1
-1,240,43,1
-7,242,46,1
-8,244,46,1
-4,247,44,1
2,249,40,1
9,252,40,1
7,251,40,1
0,251,44,1
-11,250,48,1
-12,247,46,1
-3,243,40,1
4,243,39,1
7,239,34,1
4,241,37,1
0,246,45,1
-3,251,51,1
-8,252,52,1
-3,250,52,1
3,245,49,1
6,241,40,1
4,240,32,1
-3,242,32,1
-10,247,41,1
-10,252,48,1
-2,250,47,1
3,248,43,1
7,246,41,1
5,249,44,1
0,249,44,1
-8,248,45,1
-10,244,45,1
-4,241,44,1
3,238,38,1
7,241,37,1
5,244,40,1
1,248,42,1
-5,248,44,1
-6,245,41,1
-3,245,41,1
1,246,43,1
3,252,46,1
1,255,46,1
-2,253,46,1
-3,247,44,1
-4,240,42,1
-1,237,42,1
1,239,41,1
4,242,43,1
2,246,43,1
-3,250,40,1
-6,249,41,1
-4,247,42,1
0,247,43,1
5,248,45,1
4,248,49,1
1,248,47,1
-5,246,46,1
-6,243,41,1
-1,238,36,1
2,240,38,1
4,246,45,1
1,253,51,1
-1,255,55,1
-2,252,54,1
-2,247,49,1
-1,240,40,1
-1,233,32,1
0,232,30,1
0,245,40,1
2,257,51,1
4,261,57,1
4,257,55,1
2,249,53,1
0,245,41,0
1,248,44,0
0,250,46,0
-3,250,47,0
0,248,45,0
2,242,39,0
4,238,33,0
5,235,30,0
1,238,31,0
-2,244,40,0
-5,251,46,0
-5,255,50,0
-3,255,49,0
0,253,48,0
1,248,43,0
3,244,39,0
5,241,38,0
3,239,37,0
-1,240,38,0
-6,240,38,0
-3,242,40,0
0,244,41,0
1,247,41,0
1,250,44,0
-1,252,46,0
0,249,44,0
-1,248,41,0
0,247,37,0
0,246,37,0
0,249,39,0
0,250,43,0
0,248,42,0
1,242,41,0
1,239,36,0
1,236,33,0
1,239,36,0
-1,244,40,0
-2,250,47,0
-2,253,48,0
-2,254,45,0
-1,252,45,0
1,249,42,0
2,247,38,0
1,245,37,0
0,244,40,0
-1,243,40,0
0,242,41,0
0,241,39,0
2,241,38,0
1,242,38,0
0,246,42,0
-2,249,46,0
-4,252,44,0
-2,251,42,0
0,248,39,0
2,248,40,0
1,248,39,0
2,247,38,0
0,245,40,0
0,243,38,0
0,241,34,0
0,240,35,0
0,242,38,0
-1,247,41,0
-1,250,47,0
-1,254,48,0
-1,253,46,0
-1,249,43,0
1,246,37,0
1,243,36,0
2,242,35,0
1,240,37,0
1,243,40,0
-2,244,41,0
-1,246,42,0
-1,248,43,0
0,249,41,0
0,249,40,0
1,250,41,0
0,248,41,0
0,246,42,0
-1,245,43,0
0,245,42,0
0,247,41,0
1,246,39,0
2,245,38,0
3,242,35,0
2,240,34,0
-1,242,38,0
-4,246,41,0
-5,250,46,0
-4,253,48,0
-1,253,46,0
2,251,45,0
4,248,41,0
3,244,40,0
1,243,37,0
-1,242,38,0
-1,242,38,0
-1,243,38,0
0,244,38,0
1,244,39,0
0,248,43,0
0,249,43,0
0,249,43,0
-1,248,41,0
-1,248,40,0
0,247,39,0
2,246,38,0
2,245,39,0
2,245,37,0
1,243,39,0
0,242,39,0
-1,243,41,0
-2,244,40,0
-1,248,41,0
0,249,40,0
1,250,39,0
1,249,40,0
0,250,41,0
0,246,40,0
-1,245,42,0
-1,245,41,0
-2,246,41,0
-1,246,41,0
1,244,38,0
2,244,38,0
2,243,37,0
2,244,38,0
0,245,39,0
-2,248,41,0
-3,249,42,0
-2,250,44,0
0,248,41,0
0,245,39,0
1,244,39,0
3,244,39,0
1,245,40,0
-1,246,40,0
4,241,42,0
-1,246,40,0
0,246,41,0
2,247,41,0
2,247,40,0
1,247,42,0
-1,248,43,0
-1,248,43,0
-1,247,42,0
1,244,38,0
2,242,36,0
5,246,42,0
-1,242,39,0
-3,247,43,0
-3,250,45,0
-1,252,48,0
-1,252,46,0
1,249,44,0
2,247,42,0
2,244,38,0
1,242,37,0
1,242,38,0
-1,242,39,0
-2,245,40,0
-1,248,42,0
-1,250,44,0
0,250,42,0
0,251,43,0
0,250,43,0
0,247,45,0
0,244,43,0
1,242,42,0
1,240,37,0
2,238,35,0
1,240,36,0
0,244,40,0
-2,249,43,0
-4,251,45,0
-2,253,46,0
-1,253,45,0
1,250,43,0
4,247,39,0
4,243,38,0
1,239,38,0
-1,239,38,0
-3,242,38,0
0,244,40,0
1,247,42,0
0,249,45,0
-1,249,45,0
-1,248,43,0
-1,247,41,0
1,246,40,0
2,245,38,0
2,246,37,0
0,247,39,0
0,249,41,0
0,248,41,0
