x,y,z,label
-11,236,32,1
-12,242,38,1
-3,249,50,1
7,252,53,1
11,253,55,1
3,249,59,1
-10,249,51,1
-10,255,38,1
0,256,28,1
9,248,31,1
11,238,41,1
5,233,56,1
-7,228,55,1
-21,233,51,1
-22,241,46,1
-5,248,40,1
15,254,39,1
19,261,43,1
6,262,47,1
-1,256,48,1
-3,243,49,1
0,226,41,1
-3,221,39,1
-9,229,39,1
-15,246,44,1
-9,258,47,1
9,261,50,1
16,255,50,1
18,248,52,1
11,240,50,1
-4,238,48,1
-17,239,45,1
-33,234,36,1
-27,236,31,1
1,244,28,1
21,254,39,1
18,258,49,1
-4,255,54,1
-10,246,56,1
-3,240,52,1
1,236,46,1
1,231,46,1
5,230,41,1
2,240,34,1
-10,254,30,1
-20,263,37,1
-20,264,49,1
-10,255,54,1
1,244,50,1
13,236,39,1
15,232,33,1
3,232,36,1
-11,231,48,1
-21,237,55,1
-19,250,47,1
-3,262,37,1
11,268,31,1
6,263,40,1
-1,247,52,1
-5,227,57,1
-7,214,52,1
-5,220,35,1
0,239,22,1
2,257,20,1
0,266,32,1
-4,266,51,1
-1,262,62,1
5,253,60,1
11,237,51,1
13,223,41,1
6,217,36,1
-2,224,33,1
-16,238,37,1
-19,254,44,1
-4,267,55,1
8,269,62,1
14,258,62,1
14,249,56,1
11,237,55,1
2,224,51,1
-7,217,43,1
-9,220,39,1
1,227,44,1
11,248,51,1
13,275,51,1
7,287,52,1
3,274,55,1
3,251,53,1
0,230,39,1
-7,219,33,1
-5,219,28,1
0,234,30,1
4,252,40,1
8,256,50,1
6,255,47,1
2,250,44,1
-5,240,45,1
-16,241,37,1
-12,229,48,1
3,232,38,1
15,246,35,1
11,254,37,1
1,260,48,1
-10,270,45,1
-12,261,48,1
-3,249,42,1
10,228,30,1
10,224,16,1
8,223,27,1
1,233,46,1
-8,253,57,1
-13,272,52,1
-16,266,44,1
-11,248,44,1
-9,234,53,1
-6,224,49,1
1,217,39,1
1,235,35,1
-1,254,39,1
-1,262,41,1
0,261,43,1
0,260,48,1
0,259,53,1
1,249,53,1
1,239,51,1
1,232,41,1
-3,230,30,1
-4,228,28,1
0,237,32,1
5,250,47,1
3,257,56,1
-2,254,58,1
-1,246,57,1
1,243,52,1
2,240,44,1
0,245,35,1
-4,251,32,1
-6,254,29,1
-4,252,33,1
2,246,39,1
3,237,48,1
1,236,52,1
-4,239,46,1
-8,243,38,1
-8,247,32,1
-4,250,36,1
2,249,41,1
11,245,50,1
13,243,52,1
4,244,43,1
-11,246,38,1
-21,247,36,1
-14,244,37,1
1,243,41,1
12,246,42,1
5,250,43,1
-10,252,44,1
-18,251,44,1
-10,249,47,1
8,244,48,1
19,244,48,1
18,236,41,1
4,231,37,1
-17,232,38,1
-30,238,42,1
-26,245,46,1
0,255,45,1
20,265,46,1
24,266,48,1
16,260,47,1
6,248,47,1
-6,230,45,1
-13,213,36,1
-14,213,32,1
-2,222,33,1
8,245,41,1
13,262,51,1
5,273,57,1
-6,270,55,1
-11,259,52,1
-13,245,49,1
-8,232,45,1
2,225,41,1
12,227,31,1
12,236,34,1
4,251,44,1
-6,257,48,1
-13,257,47,1
-15,250,47,1
-11,243,43,1
-1,240,44,1
6,241,43,1
11,242,44,1
8,243,41,1
2,245,41,1
-6,246,41,1
-17,251,39,1
-18,253,40,1
-6,250,48,1
5,245,52,1
9,237,50,1
8,235,41,1
7,237,36,1
1,245,40,1
-10,252,48,1
-12,252,50,1
-13,249,48,1
-8,247,46,1
-2,247,45,1
5,248,46,1
10,247,42,1
8,239,37,1
4,232,34,1
-2,233,35,1
-7,244,40,1
-11,254,50,1
-10,259,57,1
-9,257,55,1
-4,248,46,1
4,242,38,1
8,243,37,1
9,242,38,1
5,240,39,1
0,236,41,1
-7,237,37,1
-13,240,34,1
-13,248,39,1
-5,253,44,1
7,249,47,1
9,250,52,1
3,249,61,1
-14,240,67,1
-18,235,17,1
-9,246,15,1
5,255,22,1
9,256,30,1
5,253,37,1
-2,245,40,1
-6,234,35,1
-7,229,31,1
-7,229,33,1
-2,237,39,1
6,250,50,1
7,256,48,1
2,256,43,1
2,259,41,1
2,259,40,1
0,252,40,1
-4,239,45,1
-7,227,44,1
0,226,45,1
11,235,45,1
21,246,42,1
16,253,38,1
5,251,36,1
-12,246,40,1
-24,247,44,1
-22,252,49,1
-9,255,51,1
7,255,55,1
15,250,51,1
14,243,45,1
4,240,39,1
-7,237,37,1
-10,234,37,1
-6,230,40,1
0,231,43,1
2,237,49,1
-2,251,56,1
-4,260,54,1
-4,263,49,1
-5,259,47,1
-1,251,46,1
3,243,44,1
4,238,43,1
3,236,43,1
0,238,48,1
-3,246,48,1
-3,252,46,1
-1,252,42,1
0,247,40,1
1,238,38,1
0,231,39,1
-4,231,39,1
-3,238,39,1
-1,248,47,1
1,256,51,1
2,256,52,1
-1,257,46,1
-4,256,43,1
0,253,43,1
4,245,39,1
3,236,38,1
-3,232,35,1
-9,234,38,1
-6,242,44,1
1,248,47,1
5,248,47,1
5,249,43,1
1,249,40,1
-3,247,38,1
-7,242,38,1
-2,239,39,1
0,243,44,1
3,249,47,1
6,254,46,1
3,253,41,1
-3,248,40,1
-10,245,42,1
-11,242,40,1
-6,241,35,1
0,241,33,1
5,242,40,1
9,244,45,1
7,238,46,1
1,239,41,1
-1,245,37,1
-5,254,38,1
-8,266,49,1
-4,268,58,1
0,254,52,1
-2,235,45,1
0,226,36,1
1,225,31,1
3,229,28,1
0,238,37,1
-5,251,50,1
-7,257,57,1
-1,257,53,1
23,262,63,1
-7,246,51,1
-7,246,48,1
-1,246,37,1
4,240,26,1
1,239,27,1
-2,243,38,1
-1,243,45,1
-4,237,45,1
-4,236,45,1
-2,243,42,1
4,253,42,1
9,259,41,1
12,258,41,1
8,255,39,1
1,247,38,1
-10,238,37,1
-17,232,38,1
-14,229,36,1
-2,232,37,1
11,240,39,1
21,248,40,1
15,256,42,1
3,260,43,1
-4,261,42,1
-8,258,42,1
-10,248,43,1
-11,238,43,1
-9,229,42,1
0,226,37,1
9,231,35,1
12,240,38,1
8,250,40,1
-1,255,38,1
-10,255,36,1
-12,251,39,1
-10,246,42,1
-1,243,47,1
7,243,48,1
7,248,43,1
6,250,37,1
1,253,36,1
-5,252,42,1
-12,249,48,1
-14,241,45,1
-10,231,36,1
0,223,26,1
7,222,23,1
12,234,33,1
12,253,52,1
5,266,66,1
-8,270,69,1
-14,263,61,1
-14,256,47,1
-9,246,37,1
0,233,29,1
2,222,23,1
0,218,26,1
-3,228,42,1
-1,247,59,1
1,256,62,1
4,258,56,1
7,256,53,1
4,254,52,1
-4,251,49,1
-15,247,37,1
-16,237,24,1
-10,231,26,1
-1,231,38,1
6,241,52,1
12,252,57,1
13,255,55,1
4,254,52,1
-6,249,45,1
-13,240,40,1
-14,236,31,1
-6,239,26,1
0,247,31,1
3,255,46,1
1,258,57,1
0,251,58,1
-1,239,56,1
-1,226,54,1
-2,226,45,1
-1,236,30,1
1,244,23,1
4,255,36,1
3,267,59,1
-4,267,66,1
-14,256,65,1
-13,240,65,1
-2,228,55,1
6,223,37,1
16,221,21,1
14,225,22,1
-1,239,44,1
-28,257,66,1
-32,265,70,1
-11,266,67,1
12,266,64,1
27,259,61,1
20,246,56,1
6,229,43,1
-2,214,27,1
-10,214,22,1
-19,227,34,1
-13,243,46,1
4,256,54,1
19,261,58,1
19,259,63,1
8,255,61,1
1,247,52,1
-5,242,34,1
-7,240,26,1
-12,243,28,1
-12,242,39,1
-4,245,52,1
7,241,55,1
16,240,46,1
16,242,33,1
1,248,25,1
-20,246,31,1
-23,241,45,1
-10,244,56,1
5,251,57,1
14,254,50,1
9,251,45,1
-6,248,45,1
-17,243,43,1
-15,237,37,1
-4,240,37,1
6,248,41,1
12,250,44,1
6,247,47,1
-7,242,47,1
-18,241,42,1
-15,239,34,1
-1,241,34,1
11,246,40,1
13,254,48,1
2,256,50,1
-9,251,46,1
-13,244,46,1
-9,237,43,1
-3,236,37,1
0,241,33,1
7,246,36,1
13,252,42,1
4,255,52,1
-3,249,52,1
-12,239,49,1
-15,229,43,1
-4,231,38,1
11,242,33,1
24,257,34,1
16,265,43,1
-1,263,52,1
-19,250,53,1
-26,233,48,1
-17,223,38,1
0,226,38,1
17,239,37,1
22,254,39,1
9,261,45,1
-8,259,51,1
-21,253,55,1
-19,240,54,1
-6,230,43,1
6,231,33,1
12,240,29,1
9,248,32,1
4,252,47,1
-4,247,41,1
-6,245,46,1
-1,249,48,1
0,256,46,1
1,259,40,1
-1,256,38,1
-4,244,38,1
-9,232,37,1
-8,225,38,1
0,227,39,1
7,233,44,1
11,244,49,1
8,255,52,1
2,260,48,1
-5,264,43,1
-4,262,38,1
-2,255,37,1
-3,244,43,1
-5,229,46,1
-11,221,43,1
-10,225,43,1
3,234,42,1
17,247,45,1
19,254,46,1
5,258,44,1
-17,258,40,1
-30,256,38,1
-23,253,38,1
-3,249,43,1
17,242,47,1
23,233,47,1
12,226,42,1
-3,228,34,1
-18,235,36,1
-20,249,38,1
-10,260,45,1
6,264,50,1
15,260,51,1
13,250,49,1
2,239,45,1
-11,230,43,1
-16,226,39,1
-6,229,39,1
9,238,43,1
17,252,43,1
11,261,41,1
-1,263,38,1
-14,260,39,1
-18,249,42,1
-9,235,49,1
1,225,49,1
9,226,45,1
10,240,39,1
4,255,39,1
-1,259,43,1
-7,257,46,1
-8,248,47,1
-7,239,43,1
-2,234,39,1
-1,236,38,1
0,246,41,1
2,253,48,1
1,255,51,1
-3,252,48,1
-8,244,46,1
-4,237,39,1
0,234,36,1
5,237,38,1
3,244,41,1
-4,254,45,1
-11,256,47,1
-9,254,46,1
-2,249,42,1
4,239,41,1
5,236,37,1
3,239,37,1
-2,246,40,1
-6,251,42,1
-7,251,46,1
-4,248,46,1
-1,244,44,1
0,236,39,1
1,236,36,1
2,240,33,1
2,246,37,1
0,254,42,1
-5,256,48,1
-10,254,50,1
-10,249,47,1
-2,244,44,1
4,242,45,1
7,245,43,1
7,249,40,1
0,247,36,1
-8,242,33,1
-9,237,35,1
-4,235,37,1
-1,237,42,1
1,239,47,1
-4,253,41,0
-1,246,34,0
0,238,29,0
1,231,32,0
0,232,41,0
2,239,49,0
1,249,51,0
1,254,51,0
-1,254,46,0
-4,250,40,0
-6,244,35,0
-4,240,33,0
0,241,34,0
5,246,40,0
8,252,46,0
7,255,48,0
1,253,44,0
-9,246,40,0
-13,241,38,0
-9,237,35,0
0,238,38,0
10,241,44,0
13,245,43,0
9,249,46,0
-1,250,44,0
-9,248,40,0
-10,244,39,0
-7,241,33,0
-1,238,35,0
2,243,40,0
4,247,45,0
5,252,50,0
4,254,50,0
3,254,46,0
0,249,43,0
-5,241,39,0
-7,236,33,0
-8,236,37,0
-2,241,42,0
2,247,47,0
5,253,49,0
2,253,45,0
0,252,42,0
0,247,38,0
1,242,36,0
1,240,35,0
-2,239,36,0
-5,240,39,0
-5,242,42,0
0,248,45,0
3,251,48,0
3,253,46,0
2,251,43,0
0,250,38,0
-2,247,36,0
-3,242,35,0
-2,237,36,0
0,236,42,0
0,240,46,0
2,248,49,0
6,253,47,0
5,255,43,0
1,251,36,0
-9,248,37,0
-13,245,39,0
-8,244,43,0
2,241,44,0
11,238,43,0
11,238,38,0
4,243,37,0
-7,249,40,0
-12,254,42,0
-8,253,42,0
-1,251,40,0
2,246,37,0
4,240,36,0
4,239,38,0
2,242,39,0
-1,250,42,0
-4,252,45,0
-3,248,46,0
0,243,45,0
-1,246,40,0
-4,249,36,0
-3,246,35,0
1,242,34,0
4,240,35,0
5,240,39,0
-1,246,47,0
-10,252,51,0
-13,255,52,0
-5,249,47,0
3,241,41,0
9,237,39,0
5,236,40,0
0,238,45,0
-10,246,47,0
-10,253,48,0
-7,256,42,0
-2,253,40,0
0,249,40,0
1,242,43,0
0,238,43,0
0,238,42,0
1,242,39,0
2,247,36,0
0,247,37,0
-1,247,42,0
-5,247,48,0
-8,249,48,0
-5,249,43,0
1,244,37,0
6,238,32,0
7,239,33,0
5,242,37,0
-1,249,41,0
-7,253,47,0
-8,255,47,0
-5,252,43,0
-1,246,41,0
3,238,38,0
5,233,37,0
4,233,36,0
1,239,39,0
-2,247,44,0
-4,253,44,0
-5,257,46,0
-4,257,46,0
-2,251,46,0
1,245,40,0
3,239,37,0
4,235,35,0
2,236,36,0
0,239,39,0
-3,243,41,0
-6,249,45,0
-5,251,48,0
-1,252,47,0
2,251,41,0
4,247,36,0
2,244,34,0
0,242,35,0
-5,242,40,0
-7,243,42,0
-5,245,43,0
1,246,44,0
3,248,44,0
2,248,39,0
0,248,36,0
-3,249,35,0
-5,249,36,0
-1,248,37,0
2,245,38,0
5,241,38,0
1,241,39,0
-4,242,39,0
-6,245,41,0
-2,249,43,0
0,250,44,0
4,249,44,0
2,245,40,0
0,244,39,0
-6,245,38,0
-6,244,36,0
-1,245,37,0
5,242,38,0
6,244,40,0
3,247,42,0
-2,251,43,0
-7,254,42,0
-7,253,42,0
-3,248,43,0
0,244,42,0
2,239,42,0
3,239,38,0
4,238,34,0
2,241,33,0
0,244,37,0
-2,247,43,0
-4,251,47,0
-5,253,48,0
-3,253,45,0
0,249,41,0
2,245,37,0
3,240,36,0
2,237,35,0
0,236,40,0
-1,242,45,0
-4,250,47,0
-3,254,46,0
-3,255,44,0
-2,250,43,0
0,245,42,0
3,239,39,0
2,240,37,0
2,241,32,0
-2,249,37,0
-6,253,45,0
-5,252,47,0
-2,247,43,0
-1,241,37,0
0,241,36,0
0,244,41,0
1,249,42,0
2,249,42,0
-1,247,40,0
-3,243,35,0
-5,241,33,0
-3,242,37,0
0,246,43,0
2,248,46,0
5,248,43,0
2,249,40,0
-2,250,40,0
-9,248,39,0
-10,246,41,0
-3,242,40,0
2,239,35,0
4,240,35,0
3,246,37,0
0,252,44,0
-3,255,48,0
-4,252,47,0
-2,245,41,0
0,239,34,0
0,236,31,0
0,238,36,0
0,245,44,0
-1,251,50,0
-3,254,51,0
-2,253,44,0
-1,246,39,0
0,242,33,0
2,240,33,0
2,241,36,0
1,244,42,0
-2,248,47,0
-5,250,47,0
-3,248,43,0
1,245,37,0
1,245,34,0
1,245,34,0
0,245,39,0
