x,y,z,label
-2,244,42,1
-2,250,49,1
-1,251,52,1
-1,250,49,1
-3,250,46,1
-6,247,43,1
-6,244,42,1
-1,242,41,1
1,243,41,1
3,241,42,1
0,241,44,1
-4,240,43,1
-9,241,42,1
-7,241,41,1
-2,246,40,1
1,251,43,1
1,254,45,1
0,253,47,1
-1,250,48,1
-3,248,48,1
-5,246,48,1
-7,243,44,1
-5,240,40,1
-2,233,36,1
0,233,36,1
1,239,42,1
0,246,47,1
-1,252,51,1
-4,254,51,1
-3,251,49,1
-3,247,48,1
0,245,44,1
0,242,39,1
-1,240,37,1
-2,239,38,1
-3,240,41,1
-2,245,45,1
-1,247,50,1
-1,248,51,1
-1,248,50,1
-1,251,47,1
0,252,44,1
-1,249,42,1
0,246,41,1
-1,241,39,1
-2,236,39,1
-5,231,36,1
-6,231,36,1
-3,234,34,1
-1,242,43,1
0,252,51,1
1,257,56,1
1,258,56,1
-1,255,55,1
-4,252,55,1
-6,247,49,1
-7,241,41,1
-5,234,32,1
-1,229,34,1
0,232,42,1
2,240,51,1
2,246,52,1
0,250,48,1
-5,249,44,1
-7,247,42,1
-3,244,39,1
0,244,39,1
2,248,44,1
0,254,50,1
-2,252,52,1
-6,248,50,1
-7,243,47,1
-2,238,42,1
0,236,37,1
1,235,35,1
1,241,43,1
0,248,50,1
-2,251,52,1
-5,249,48,1
-7,246,45,1
-1,244,42,1
1,242,41,1
3,243,40,1
1,247,42,1
-4,248,46,1
-9,247,49,1
-11,244,49,1
-6,242,45,1
2,240,42,1
8,244,44,1
7,247,46,1
-1,247,46,1
-9,244,43,1
-13,242,40,1
-11,242,40,1
-2,242,42,1
3,241,45,1
4,244,47,1
1,249,47,1
-1,251,46,1
-4,252,46,1
-3,247,49,1
-3,242,50,1
-3,239,44,1
-3,238,34,1
-2,239,35,1
-2,241,39,1
-5,245,47,1
-2,246,51,1
0,248,52,1
7,250,49,1
6,253,47,1
-1,250,43,1
-12,244,40,1
-16,235,35,1
-11,230,31,1
-3,231,34,1
5,240,44,1
10,254,54,1
6,258,59,1
-1,257,56,1
-4,249,48,1
-11,242,38,1
-13,237,33,1
-7,233,30,1
0,237,36,1
5,246,51,1
4,250,59,1
0,247,54,1
-3,244,46,1
-6,242,39,1
-4,244,36,1
-1,247,39,1
1,245,44,1
-2,242,46,1
-4,241,41,1
-3,242,37,1
1,246,39,1
4,250,47,1
4,250,54,1
0,249,50,1
-6,246,46,1
-7,241,34,1
-5,238,29,1
-1,238,35,1
-1,240,46,1
1,243,52,1
1,246,52,1
1,247,48,1
0,249,43,1
-4,249,39,1
-8,247,39,1
-5,245,36,1
-3,241,37,1
0,240,38,1
3,241,45,1
4,245,50,1
2,249,50,1
-4,251,46,1
-11,249,37,1
-12,244,36,1
-7,240,37,1
0,239,38,1
6,240,42,1
6,240,45,1
0,246,47,1
-5,249,46,1
-9,251,47,1
-3,248,47,1
0,248,45,1
2,246,43,1
0,241,37,1
-5,239,38,1
-9,239,40,1
-7,239,43,1
0,244,44,1
5,252,47,1
4,256,49,1
0,254,47,1
-6,246,46,1
-7,239,42,1
-2,237,40,1
1,234,32,1
3,233,32,1
-1,239,36,1
-1,246,48,1
0,252,56,1
0,253,57,1
-2,253,54,1
-4,252,49,1
-5,250,44,1
-2,245,39,1
2,238,33,1
4,232,34,1
3,230,37,1
0,237,47,1
-7,245,48,1
-10,249,46,1
-9,247,42,1
-2,245,41,1
2,244,40,1
3,248,43,1
1,252,47,1
-1,254,47,1
-2,253,46,1
-1,252,46,1
-2,249,48,1
-4,243,47,1
-4,235,42,1
-2,230,35,1
0,229,32,1
1,233,35,1
1,241,41,1
1,247,43,1
-3,252,47,1
-8,254,50,1
-8,255,50,1
-2,253,47,1
3,249,43,1
6,246,40,1
4,244,40,1
-2,241,40,1
-9,241,42,1
-10,240,44,1
-6,241,46,1
0,243,43,1
4,244,39,1
3,242,40,1
1,239,40,1
-3,237,38,1
-7,239,38,1
-6,248,44,1
0,255,49,1
4,256,50,1
5,252,48,1
-1,248,48,1
-7,243,47,1
-9,241,41,1
-3,238,34,1
5,240,38,1
9,245,45,1
3,250,48,1
-9,249,50,1
-16,243,48,1
-12,235,45,1
0,231,36,1
7,229,32,1
10,240,39,1
2,257,53,1
-6,266,63,1
-11,261,64,1
-9,251,65,1
-8,245,54,1
-11,242,39,1
-10,231,26,1
0,224,27,1
12,231,42,1
15,240,58,1
4,247,57,1
-9,251,50,1
-20,253,40,1
-22,252,32,1
-11,250,33,1
0,245,38,1
2,241,45,1
2,239,46,1
3,239,45,1
5,243,39,1
5,250,36,1
-1,248,37,1
24,246,36,1
-16,248,39,1
-13,245,43,1
0,242,43,1
12,249,41,1
8,250,41,1
0,246,43,1
-9,241,49,1
-14,237,44,1
-11,237,40,1
-1,244,36,1
4,248,37,1
4,249,43,1
-2,245,45,1
-11,239,46,1
-12,236,43,1
-4,237,36,1
4,247,32,1
9,255,43,1
7,262,55,1
2,259,55,1
0,254,45,1
-5,241,31,1
-9,230,28,1
-11,224,33,1
-5,224,41,1
6,237,54,1
11,252,63,1
7,257,56,1
0,254,43,1
-8,248,31,1
-14,243,29,1
-15,239,33,1
-7,241,44,1
3,249,56,1
10,254,58,1
11,253,48,1
6,249,38,1
-2,241,34,1
-13,234,35,1
-17,231,35,1
-13,229,39,1
-6,232,40,1
4,239,43,1
12,253,50,1
15,266,57,1
50,270,102,1
2,256,49,1
-6,251,44,1
-10,245,40,1
-12,235,38,1
-12,228,36,1
-12,223,33,1
-10,222,35,1
-3,228,39,1
2,235,42,1
8,250,45,1
9,262,50,1
7,268,59,1
6,265,60,1
3,257,50,1
-7,246,35,1
-17,243,37,1
-14,233,38,1
-3,229,37,1
8,229,40,1
14,234,49,1
11,241,46,1
3,247,41,1
-8,251,43,1
-7,247,58,1
-8,252,47,1
1,247,41,1
3,240,36,1
0,232,31,1
-4,229,32,1
-7,239,42,1
-2,255,55,1
1,264,58,1
1,269,50,1
15,245,49,1
15,257,56,1
26,236,39,1
24,225,25,1
3,224,37,1
-24,234,45,1
-26,237,44,1
-10,244,34,1
14,255,34,1
33,257,38,1
21,250,40,1
-3,247,40,1
-27,246,44,1
-28,241,42,1
-19,241,37,1
-3,236,42,1
7,237,39,1
7,246,40,1
-1,254,41,1
-11,258,42,1
-9,254,42,1
0,242,42,1
3,233,45,1
1,228,45,1
-4,231,43,1
-10,234,38,1
-5,235,36,1
5,243,40,1
17,262,47,1
14,275,52,1
2,271,62,1
1,254,63,1
9,233,60,1
12,223,54,1
5,224,47,1
6,213,38,1
40,219,47,1
26,251,60,1
6,269,57,1
-8,267,50,1
-7,258,46,1
0,244,47,1
4,228,47,1
4,222,51,1
4,225,56,1
2,242,59,1
-2,262,58,1
-3,272,55,1
4,263,60,1
7,252,58,1
6,242,46,1
7,231,37,1
0,224,32,1
-16,221,33,1
-16,218,43,1
1,228,59,1
29,254,68,1
39,268,68,1
21,264,65,1
-3,260,66,1
-20,258,60,1
-18,251,51,1
-10,235,48,1
0,218,43,1
6,212,38,1
19,226,34,1
27,250,41,1
13,270,56,1
-9,277,62,1
-11,263,61,1
-2,249,59,1
-1,230,58,1
-19,218,60,1
0,214,50,1
10,220,48,1
21,241,42,1
22,255,44,1
8,260,49,1
-10,265,58,1
-25,265,55,1
-27,257,42,1
-14,249,37,1
2,244,40,1
14,237,52,1
10,228,59,1
-2,222,57,1
-15,225,45,1
-14,225,37,1
-10,227,33,1
-8,244,36,1
1,258,47,1
12,276,56,1
14,283,48,1
17,267,26,1
-3,246,38,1
-10,225,49,1
-9,220,45,1
-16,212,47,1
-5,222,49,1
12,239,49,1
24,261,51,1
14,272,57,1
2,270,58,1
-1,263,46,1
7,248,35,1
9,228,24,1
-4,223,21,1
-24,230,33,1
-51,222,49,1
9,220,52,1
4,250,52,1
1,267,61,1
1,265,66,1
-2,262,65,1
-2,263,54,1
-3,260,36,1
1,236,19,1
10,212,11,1
8,206,2,1
4,212,1,1
11,287,136,1
-18,249,69,1
-7,259,70,1
4,251,66,1
2,231,53,1
-1,234,44,1
-1,252,25,1
8,265,17,1
12,263,24,1
8,254,42,1
13,241,58,1
-18,238,53,1
44,202,64,1
16,208,58,1
-22,236,44,1
-39,263,25,1
-30,280,20,1
-5,273,31,1
12,262,44,1
11,247,55,1
-1,229,63,1
-6,222,68,1
-1,223,56,1
3,232,29,1
-2,241,20,1
-2,245,35,1
10,246,56,1
11,250,61,1
3,251,57,1
-8,256,50,1
-17,253,50,1
-14,237,43,1
7,234,30,1
34,252,35,1
30,260,52,1
2,255,62,1
-19,239,61,1
-17,228,46,1
-2,221,36,1
1,212,32,1
7,217,33,1
21,251,39,1
16,279,53,1
-2,282,59,1
-7,273,53,1
3,259,44,1
10,240,42,1
5,221,53,1
-2,212,57,1
-8,217,53,1
-9,229,44,1
-3,241,34,1
4,251,35,1
1,255,46,1
0,255,52,1
5,256,51,1
5,258,49,1
-5,259,50,1
-14,253,54,1
-11,245,60,1
-3,234,59,1
-2,225,49,1
0,226,29,1
-2,231,22,1
0,235,22,1
20,238,38,1
23,249,58,1
6,254,70,1
-7,264,63,1
-20,275,35,1
-32,263,23,1
-23,246,35,1
4,229,54,1
18,212,64,1
5,204,60,1
-13,205,44,1
-21,236,24,1
-26,272,15,1
-10,320,71,1
7,265,-8,1
15,260,14,1
14,253,23,1
3,211,1,1
-5,176,-2,1
-10,188,28,1
-14,223,41,1
-11,256,57,1
7,274,66,1
27,277,64,1
21,276,69,1
18,270,50,1
11,264,46,1
5,245,37,1
-5,223,36,1
-16,210,37,1
-14,201,39,1
-1,201,40,1
10,224,46,1
16,255,55,1
11,277,58,1
1,281,46,1
-1,272,44,1
-5,264,42,1
-11,262,38,1
-10,248,38,1
-6,222,34,1
1,203,39,1
11,203,53,1
15,223,60,1
5,237,57,1
-7,251,52,1
-18,261,48,1
-16,266,47,1
-8,270,39,1
-2,270,26,1
0,260,25,1
4,248,39,1
9,239,55,1
8,224,64,1
2,207,62,1
-5,210,44,1
-11,227,27,1
-13,244,19,1
-10,254,34,1
-2,263,51,1
6,275,56,1
8,276,53,1
1,263,57,1
-7,240,61,1
-7,216,58,1
-3,206,48,1
0,215,38,1
0,231,30,1
2,252,41,1
-1,258,30,1
4,269,46,1
0,267,66,1
-1,252,74,1
2,236,70,1
8,224,63,1
3,223,44,1
-1,236,23,1
-2,251,17,1
6,257,28,1
9,255,46,1
3,252,55,1
-6,246,63,1
-11,239,69,1
-12,235,64,1
-1,237,47,1
4,242,30,1
3,243,23,1
6,240,24,1
0,229,0,1
-4,238,26,1
-2,256,66,1
0,261,81,1
1,253,74,1
-3,247,58,1
-4,239,43,1
-7,234,37,1
-13,235,44,1
-3,235,45,1
4,242,42,1
12,258,60,1
0,257,62,1
-7,256,62,1
-8,247,52,1
-7,238,47,1
-2,235,41,1
0,239,39,1
-2,238,34,1
-4,239,38,1
-2,243,47,1
1,250,52,1
4,254,53,1
5,253,49,1
1,250,46,1
-7,246,48,1
-14,243,47,1
-12,240,44,1
-1,237,36,1
8,238,32,1
9,242,34,1
2,244,40,1
-7,245,46,1
-10,244,51,1
-8,243,54,1
-1,243,56,1
4,243,50,1
6,245,40,1
0,247,30,1
-6,250,31,1
-5,253,39,1
-5,254,46,1
-2,247,49,1
0,235,51,1
3,224,53,1
6,227,50,1
6,238,40,1
1,251,33,1
-1,259,40,1
-2,257,47,1
-1,251,46,1
-1,242,44,1
-5,242,42,1
-10,246,41,1
-10,246,42,1
-1,244,44,1
3,240,45,1
2,238,44,1
-1,240,43,1
-6,244,43,1
-6,247,40,1
-1,247,40,1
2,247,46,1
5,246,50,1
2,243,50,1
-8,246,48,1
-15,247,39,1
-13,249,33,1
-6,247,36,1
2,243,44,1
5,239,52,1
5,238,54,1
2,238,47,1
-1,244,39,1
-4,251,38,1
-3,254,39,1
-3,252,41,1
-3,247,40,1
-2,238,38,1
-2,233,39,1
-1,235,44,1
1,240,47,1
3,249,50,1
1,252,48,1
-1,250,44,1
-1,246,38,1
0,243,33,1
-1,243,36,1
-4,247,42,1
-4,250,47,1
-1,249,46,1
1,244,44,1
2,236,44,1
1,235,43,1
0,237,41,1
-2,242,44,1
-3,248,46,1
-2,254,45,1
-1,256,42,1
0,254,35,1
0,247,35,1
-1,240,41,1
-1,234,50,1
2,231,54,1
2,237,50,1
1,245,39,1
-1,254,36,1
-7,254,38,1
-7,251,46,1
-2,244,51,1
1,238,48,1
4,235,40,1
3,241,33,1
1,247,31,1
-2,252,37,1
-7,250,46,1
-6,245,51,1
-5,241,50,1
-2,238,45,1
3,241,43,1
6,247,41,1
7,253,38,1
2,253,39,1
-6,246,39,1
-13,241,42,1
-12,236,44,1
-4,237,46,1
4,239,46,1
8,244,46,1
9,248,44,1
2,248,45,1
-6,246,44,1
-9,246,40,1
-8,250,38,1
-3,252,36,1
0,250,40,1
1,245,43,1
2,238,44,1
2,235,44,1
1,236,45,1
-1,240,45,1
-2,244,45,1
-2,251,42,1
-2,252,40,1
1,252,34,1
2,248,31,1
1,240,36,1
-4,233,47,1
-9,232,57,1
-6,241,60,1
0,257,51,1
10,266,43,1
10,260,38,1
4,248,38,1
-1,236,37,1
-7,224,38,1
-9,221,41,1
-8,225,50,1
1,237,54,1
15,255,55,1
17,265,55,1
5,266,54,1
-3,262,48,1
-3,256,37,1
-1,243,28,1
-4,228,28,1
-9,217,37,1
-4,215,49,1
7,230,54,1
17,250,52,1
16,263,49,1
5,266,47,1
-2,261,44,1
-7,252,36,1
-10,242,31,1
-9,232,33,1
-6,229,42,1
8,229,50,1
17,238,55,1
7,252,57,1
-4,255,48,1
-8,251,39,1
-3,248,35,1
-1,245,39,1
-7,244,43,1
-14,240,46,1
-15,233,48,1
-9,230,50,1
4,234,43,1
15,249,41,1
17,258,41,1
3,265,45,1
-10,264,50,1
-12,257,44,1
-1,243,37,1
-4,224,33,1
-9,207,40,1
-6,207,48,1
5,230,49,1
17,260,44,1
17,277,43,1
6,272,48,1
1,263,45,1
-5,253,40,1
-13,238,35,1
-17,224,42,1
-9,219,45,1
2,226,40,1
13,238,33,1
11,246,39,1
2,253,50,1
-9,257,56,1
-13,255,54,1
-8,252,45,1
-2,251,37,1
3,245,34,1
1,241,38,1
-4,238,41,1
-5,237,45,1
-1,239,51,1
2,242,54,1
4,247,45,1
2,249,35,1
1,249,35,1
0,247,44,1
-6,244,46,1
-8,241,48,1
-6,238,44,1
0,241,42,1
4,247,40,1
5,252,38,1
3,249,41,1
-1,246,43,1
-6,245,42,1
-5,244,43,1
0,245,46,1
3,245,48,1
1,244,48,1
-1,240,48,1
-5,236,49,1
-3,238,47,1
0,244,40,1
4,250,40,1
10,250,44,1
7,250,49,1
-4,252,49,1
-15,248,47,1
-14,241,46,1
-3,239,52,1
4,239,50,1
13,243,49,1
11,245,46,1
1,248,41,1
-10,249,39,1
-17,249,38,1
-12,244,41,1
-2,240,43,1
6,238,46,1
10,240,43,1
3,245,44,1
-5,249,46,1
-11,253,46,1
-7,250,45,1
1,247,44,1
8,243,42,1
8,240,41,1
3,237,40,1
-5,238,40,1
-11,241,43,1
-9,246,46,1
0,251,48,1
8,253,48,1
10,250,47,1
4,242,43,1
-6,237,39,1
-13,234,37,1
-11,238,38,1
0,242,44,1
11,249,51,1
11,254,52,1
3,254,48,1
-4,250,44,1
-8,244,37,1
-8,237,35,1
-3,235,36,1
2,238,40,1
5,244,44,1
6,250,47,1
3,253,49,1
0,250,49,1
-2,248,47,1
-5,244,44,1
-6,240,42,1
-5,240,38,1
-2,237,34,1
0,239,35,1
2,241,42,1
2,244,48,1
0,248,52,1
-1,252,48,1
-1,253,43,1
2,252,39,1
2,250,38,1
1,246,40,1
-3,242,41,1
-7,239,42,1
-8,237,43,1
-2,236,40,1
3,238,38,1
7,241,42,1
5,245,44,1
1,248,48,1
-3,250,47,1
-5,251,47,1
-3,251,43,1
0,251,44,1
0,249,43,1
0,242,37,1
-2,236,36,1
0,232,37,1
1,239,44,1
4,246,51,1
2,251,52,1
0,251,49,1
-5,250,46,1
-7,247,44,1
-4,244,41,1
0,243,39,1
2,241,36,1
2,241,36,1
1,241,42,1
0,246,48,1
-1,245,49,1
-1,244,45,1
-2,243,42,1
-2,243,40,1
-4,244,40,1
-3,247,40,1
0,248,42,1
3,250,48,1
4,250,48,1
3,248,46,1
-1,246,43,1
-4,244,40,1
-6,241,38,1
-5,238,39,1
-2,237,41,1
2,237,42,1
4,239,45,1
3,244,47,1
1,251,44,1
-1,254,46,1
-2,254,45,1
-2,251,44,1
-1,245,44,1
-2,240,40,1
-2,236,37,1
-2,237,34,1
-1,241,41,1
0,247,48,1
3,249,51,1
1,248,50,1
1,248,45,1
0,247,43,1
-2,248,40,1
-2,246,36,1
0,241,37,1
1,238,42,1
1,237,42,1
-2,239,45,1
-2,243,45,1
-3,248,44,1
-2,251,45,1
0,251,43,1
2,251,42,1
1,250,42,1
1,247,42,1
-1,245,42,1
-3,243,44,1
-5,239,40,1
-2,236,38,1
-2,237,39,1
1,241,40,1
5,248,46,1
6,251,47,1
1,249,46,1
-5,246,44,1
-8,240,38,1
-8,238,38,1
-4,242,37,1
2,248,41,1
7,254,48,1
4,255,52,1
-1,252,49,1
-6,243,46,1
-8,238,42,1
-5,236,37,1
0,235,38,1
4,239,36,1
7,243,42,1
3,248,47,1
0,249,46,1
-4,247,42,1
-7,245,41,1
-7,242,41,1
-7,241,40,1
-2,241,40,1
1,247,41,1
3,253,43,1
5,255,44,1
3,255,46,1
0,250,43,1
-3,242,40,1
-7,235,36,1
-6,231,32,1
-2,232,35,1
2,237,40,1
6,245,47,1
4,251,50,1
-2,253,52,1
-7,252,47,1
-9,251,43,1
-3,248,39,1
1,247,36,1
4,244,37,1
5,247,44,1
3,246,47,1
0,241,48,1
-5,237,44,1
-8,235,41,1
-4,236,40,1
0,243,40,1
3,252,46,1
1,257,49,1
-1,254,50,1
-4,248,47,1
-4,239,42,1
-2,237,39,1
0,238,39,1
2,240,39,1
3,244,40,1
0,248,43,1
-5,251,44,1
-6,250,43,1
-7,247,44,1
-4,243,44,1
1,240,41,1
5,239,39,1
4,239,37,1
1,243,39,1
-4,245,41,1
-7,247,46,1
-7,249,46,1
-3,246,42,1
1,246,41,1
4,247,38,1
2,245,39,1
0,245,41,1
-2,244,44,1
-6,244,43,1
-5,242,43,1
-1,242,41,1
0,242,41,1
1,244,40,1
0,244,40,1
-1,244,40,1
-3,246,40,1
-2,246,41,1
-1,246,41,1
0,247,42,1
0,247,40,1
0,245,41,1
-1,244,41,1
-1,243,40,1
0,243,42,1
0,243,44,1
-1,243,43,1
0,243,51,1
-1,246,54,1
1,244,56,1
1,246,52,1
-3,247,49,1
-7,245,45,1
-10,244,42,1
-4,246,39,1
2,245,37,1
5,243,39,1
2,241,42,1
-2,242,45,1
-5,245,46,1
-2,247,45,1
0,250,43,1
-1,249,39,1
-2,247,37,1
-2,243,35,1
0,238,38,1
0,238,42,1
-1,239,46,1
-2,245,45,1
-2,252,43,1
-5,256,39,1
-3,254,39,1
-3,249,40,1
-3,242,39,1
0,238,40,1
4,236,42,1
6,239,44,1
6,242,42,1
3,247,39,1
-1,247,38,1
-6,247,40,1
-9,247,38,1
-6,245,40,1
0,246,40,1
5,245,41,1
8,245,43,1
5,244,39,1
1,244,37,1
-6,245,38,1
-10,246,39,1
-6,246,41,1
-1,244,43,1
3,241,41,1
6,240,40,1
3,239,36,1
-1,243,37,1
-7,246,43,1
-9,251,47,1
-6,252,46,1
-1,251,42,1
1,249,37,1
2,245,36,1
2,240,36,1
1,238,38,1
1,237,39,1
0,238,41,1
0,240,43,1
-1,246,43,1
-4,252,45,1
-7,255,42,1
-6,255,45,1
-2,252,40,1
1,245,39,1
5,237,36,1
6,232,36,1
3,232,38,1
1,237,41,1
-2,244,45,1
-6,252,47,1
-6,252,43,1
-2,252,40,1
1,250,37,1
0,247,38,1
0,245,38,1
0,244,41,1
0,243,43,1
-1,243,43,1
0,242,42,1
1,240,41,1
0,239,37,1
0,239,35,1
-1,243,39,1
-3,248,41,1
-2,254,46,1
-1,254,47,1
0,251,45,1
0,246,41,1
0,241,38,1
1,237,32,1
0,237,35,1
0,240,39,1
1,245,46,1
-1,248,47,1
-1,249,46,1
-2,247,41,1
-2,246,38,1
-1,246,37,1
0,245,38,1
1,245,42,1
1,244,40,1
-1,241,38,1
-1,239,38,1
-2,241,40,1
-1,244,39,1
0,247,42,1
0,250,43,1
0,250,42,1
-1,246,42,1
0,243,39,1
0,241,37,1
-1,241,36,1
-1,242,38,1
0,245,41,1
0,246,40,1
0,246,42,1
0,245,40,1
1,242,38,1
1,241,37,1
0,243,37,1
0,245,41,1
-1,248,43,1
-1,250,43,1
-1,249,42,1
-2,247,40,1
-1,244,38,1
-1,243,38,1
1,242,39,1
2,241,40,1
2,241,40,1
1,241,39,1
1,241,38,1
-2,243,38,1
-2,244,39,1
-3,246,39,1
-1,249,42,1
-2,252,45,1
-2,253,46,1
-1,249,41,1
-1,247,40,1
0,244,37,1
1,241,37,1
3,240,37,1
2,239,37,1
1,239,37,1
0,239,38,1
-2,240,38,1
-2,244,40,1
-2,248,44,1
-2,252,45,1
-2,254,45,1
-1,253,44,1
-1,251,40,1
-1,249,38,1
1,243,37,1
1,240,37,1
2,237,37,1
2,236,39,1
1,236,39,1
-1,239,41,1
-2,242,39,1
-5,247,40,1
-3,250,41,1
-3,253,43,1
-1,254,43,1
0,254,43,1
-1,251,40,1
0,247,39,1
0,242,37,1
1,235,36,1
1,236,36,1
1,235,39,1
0,239,40,1
0,242,41,1
-2,248,41,1
-4,250,41,1
-3,251,41,1
-3,251,40,1
-1,248,41,1
0,247,41,1
0,245,40,1
1,244,41,1
0,243,40,1
1,242,39,1
0,242,38,1
0,240,37,1
-1,240,38,1
-1,242,39,1
-1,244,42,1
-1,247,44,1
0,249,44,1
0,250,45,1
-1,250,41,1
-5,246,38,1
-3,244,34,1
-1,242,35,1
1,240,37,1
3,242,42,1
3,242,44,1
2,242,42,1
-1,243,39,1
-4,243,39,1
-5,245,37,1
-3,247,39,1
-1,249,43,1
1,247,43,1
1,246,45,1
1,243,40,1
0,240,38,1
0,241,38,1
-1,242,38,1
-3,245,41,1
-3,247,42,1
-2,249,42,1
0,247,43,1
0,245,41,1
1,243,39,1
0,242,36,1
0,241,37,1
-1,244,41,1
-2,247,43,1
-5,250,45,1
-1,249,43,1
0,247,44,1
1,244,38,1
1,241,37,1
0,240,37,1
-1,242,37,1
-2,244,41,1
-3,246,44,1
-2,246,44,1
-1,246,45,1
0,244,42,1
0,245,41,1
0,245,38,1
0,244,37,1
-1,247,38,1
-2,248,39,1
-1,247,40,1
-1,244,41,1
0,241,39,1
0,240,39,1
0,242,40,1
-1,244,42,1
-2,247,43,1
-2,249,44,1
-1,247,43,1
-1,247,43,1
1,244,39,1
2,242,39,1
2,242,39,1
0,242,39,1
0,243,40,1
-4,245,42,1
-6,246,44,1
-6,248,46,1
-3,247,45,1
0,246,43,1
0,243,40,1
2,242,38,1
1,242,38,1
1,242,38,1
0,244,41,1
-1,246,41,1
-1,245,43,1
-1,245,43,1
-3,247,42,1
-3,246,42,1
-3,247,42,1
-2,247,41,1
0,245,40,1
0,246,40,1
0,243,41,1
1,243,42,1
0,241,41,1
0,241,40,1
-1,241,40,1
-1,243,38,1
-1,245,38,1
-1,247,41,1
-1,250,44,1
-4,251,44,1
-2,249,44,1
-4,249,43,1
-1,245,39,1
0,242,41,1
1,240,38,1
1,238,41,1
0,239,41,1
-1,241,41,1
-1,243,41,1
-1,245,39,1
-1,249,39,1
-1,250,39,1
-2,250,42,1
-1,250,43,1
-2,247,43,1
-3,244,43,1
-1,243,41,1
0,242,40,1
0,243,39,1
1,244,40,1
0,246,39,1
-2,243,40,1
-1,243,41,1
0,241,43,1
-1,245,42,1
-1,245,42,1
-1,246,43,1
-3,246,42,1
-3,245,43,1
-3,244,41,1
-2,245,40,1
-1,244,38,1
-1,247,41,1
0,247,40,1
0,249,41,1
1,247,42,1
0,245,41,1
-1,243,42,1
-2,241,42,1
-2,241,41,1
-2,242,40,1
-1,245,41,1
0,246,41,1
0,245,39,1
0,247,41,1
0,246,42,1
0,244,41,1
-1,243,40,1
-1,243,41,1
-1,244,41,1
0,248,42,1
-1,247,43,1
-1,247,40,1
0,247,40,1
0,245,38,1
0,245,39,1
-1,244,40,1
-1,244,41,1
-2,243,44,1
-2,243,44,1
-2,243,44,1
-1,245,41,1
0,246,39,1
0,247,40,1
-1,246,42,1
-1,244,44,1
0,244,42,1
0,242,41,1
0,241,41,1
-2,241,39,1
-5,244,42,1
-4,246,47,1
-1,252,48,1
1,252,44,1
2,251,41,1
1,247,41,1
0,243,38,1
-1,242,39,1
-1,239,38,1
-3,239,39,1
-3,238,40,1
-2,241,42,1
-1,243,42,1
-1,249,44,1
-1,252,44,1
1,255,45,1
-1,252,40,1
-1,246,40,1
-1,241,37,1
0,239,38,1
0,239,37,1
-1,240,41,1
-1,242,40,1
-2,245,42,1
-1,248,45,1
0,250,46,1
-1,249,45,1
-1,248,42,1
-2,243,35,1
0,240,35,1
0,239,38,1
2,241,43,1
2,245,46,1
-1,252,47,1
-5,254,46,1
-8,252,42,1
-5,245,39,1
1,235,37,1
3,231,37,1
2,235,40,1
-2,245,45,1
-2,253,50,1
-2,256,50,1
0,254,48,1
0,247,41,1
-1,242,35,1
-5,241,34,1
-9,242,38,1
-4,244,46,1
2,246,51,1
4,245,49,1
4,242,44,1
1,241,40,1
-5,240,39,1
-9,241,40,1
-8,244,42,1
-2,248,44,1
1,251,45,1
2,251,44,1
0,249,42,1
-1,246,41,1
-2,242,40,1
0,239,39,1
0,237,39,1
1,240,40,1
-1,243,43,1
-1,246,45,1
-3,248,46,1
-5,251,46,1
