x,y,z,label
-45,247,12,1
7,256,-1,1
27,251,21,1
8,257,17,1
47,279,28,1
33,246,41,1
8,231,33,1
-31,215,28,1
-34,231,10,1
-9,243,13,1
7,247,24,1
13,262,9,1
4,227,58,1
18,274,34,1
-8,241,82,1
-14,262,62,1
-1,263,30,1
1,237,5,1
13,208,14,1
10,232,19,1
-35,260,29,1
-57,268,35,1
-46,265,46,1
-29,245,49,1
3,236,40,1
36,234,34,1
33,235,31,1
-1,243,36,1
-32,250,46,1
-35,252,46,1
-13,246,35,1
6,242,29,1
10,244,28,1
2,244,34,1
-7,246,41,1
-10,249,47,1
-9,250,41,1
-4,251,37,1
-2,249,34,1
-2,246,33,1
-1,244,36,1
-3,246,37,1
-6,249,40,1
-8,248,36,1
-2,247,35,1
0,245,34,1
-1,245,33,1
-5,246,36,1
-6,246,39,1
-4,245,36,1
0,243,32,1
-1,245,29,1
-3,248,30,1
-3,250,34,1
-1,251,38,1
2,254,35,1
2,252,32,1
-1,252,30,1
-8,248,33,1
-13,242,32,1
-9,235,33,1
-4,235,35,1
2,237,32,1
7,243,32,1
6,251,33,1
-1,257,32,1
-7,259,32,1
-7,257,29,1
-5,251,28,1
-3,247,28,1
-4,244,33,1
-8,242,35,1
-5,238,36,1
-2,235,33,1
1,235,30,1
5,242,29,1
5,253,28,1
1,260,30,1
-7,262,34,1
-12,256,34,1
-11,248,31,1
-3,239,29,1
1,235,27,1
3,238,30,1
3,242,31,1
0,247,36,1
-5,249,39,1
-8,249,38,1
-4,248,33,1
0,246,26,1
1,246,22,1
1,246,24,1
0,247,30,1
-3,249,40,1
-7,249,46,1
-7,248,41,1
-3,249,30,1
1,246,22,1
1,242,23,1
0,242,32,1
-1,245,38,1
-1,249,41,1
-2,254,39,1
-3,254,37,1
-1,252,33,1
-1,249,29,1
-4,243,29,1
-8,238,29,1
-6,236,35,1
-1,240,41,1
4,248,43,1
7,253,37,1
2,254,30,1
-5,253,26,1
-10,253,27,1
-10,252,33,1
-5,246,41,1
-3,239,42,1
1,235,41,1
2,236,35,1
1,241,30,1
1,247,31,1
0,254,35,1
1,259,35,1
0,258,33,1
-4,254,32,1
-6,247,34,1
-9,239,38,1
-7,235,39,1
-2,236,40,1
0,237,37,1
1,241,35,1
5,248,34,1
5,256,32,1
3,261,29,1
-5,262,30,1
-12,253,32,1
-14,241,40,1
-11,233,44,1
-1,232,45,1
6,237,40,1
9,247,33,1
5,252,28,1
-3,255,30,1
-10,256,36,1
-11,250,35,1
-7,246,37,1
-2,244,37,1
1,243,36,1
4,245,35,1
3,248,36,1
-1,248,35,1
-5,248,36,1
-8,247,36,1
-4,247,33,1
-2,246,32,1
1,246,34,1
0,247,36,1
-2,246,36,1
-4,247,38,1
-1,247,35,1
1,250,32,1
1,252,33,1
-1,250,34,1
-4,248,36,1
-5,243,38,1
-3,242,38,1
0,242,36,1
0,245,33,1
1,247,29,1
0,247,31,1
-1,251,33,1
0,256,34,1
0,257,36,1
-1,254,37,1
-5,247,35,1
-9,239,32,1
-7,233,32,1
-4,232,34,1
1,238,38,1
6,247,40,1
6,254,37,1
0,257,34,1
-7,257,28,1
-9,254,28,1
-6,251,30,1
-2,244,34,1
0,240,39,1
0,239,42,1
1,242,38,1
0,245,37,1
0,247,32,1
-2,249,30,1
-2,251,30,1
-2,252,33,1
-3,251,35,1
0,246,33,1
0,243,33,1
0,241,34,1
-2,242,36,1
-1,244,39,1
-2,249,38,1
1,252,36,1
1,254,31,1
0,253,27,1
-2,250,31,1
-5,248,32,1
2,253,43,1
-3,241,38,1
-1,240,40,1
0,243,38,1
1,246,36,1
4,255,40,1
1,252,32,1
0,253,31,1
-2,255,34,1
-3,253,35,1
-4,241,32,1
-3,243,32,1
-2,240,33,1
-1,239,35,1
0,239,37,1
-1,243,38,1
-1,245,37,1
0,248,35,1
-1,250,30,1
0,251,32,1
1,256,31,1
1,257,33,1
-1,258,34,1
-4,253,38,1
-5,245,39,1
-6,238,37,1
-3,232,33,1
-3,231,33,1
0,235,32,1
3,240,34,1
5,249,38,1
5,255,39,1
1,257,39,1
-4,257,35,1
-5,257,32,1
-6,254,32,1
-3,249,33,1
-1,245,34,1
-1,242,37,1
0,239,36,1
0,241,36,1
0,242,36,1
0,245,35,1
1,247,36,1
0,248,34,1
0,249,32,1
-5,248,33,1
-7,246,31,1
-3,243,32,1
-1,246,35,1
3,249,37,1
4,252,38,1
2,253,35,1
-1,254,35,1
-7,253,34,1
-8,249,35,1
-8,239,32,1
-3,231,26,1
2,229,25,1
8,242,35,1
9,258,50,1
0,266,55,1
-7,258,39,1
-11,244,21,1
-8,230,15,1
-1,234,24,1
6,251,41,1
6,260,49,1
-1,259,45,1
-3,247,34,1
-7,233,28,1
-6,229,28,1
-1,237,34,1
5,252,40,1
8,257,44,1
2,257,40,1
-3,251,33,1
-6,246,27,1
-3,246,29,1
-3,245,36,1
-2,241,36,1
-2,237,34,1
0,237,34,1
2,243,37,1
5,252,43,1
3,256,44,1
-3,255,36,1
-7,249,29,1
-9,246,26,1
-1,248,29,1
5,254,38,1
6,255,46,1
-4,247,43,1
-11,236,35,1
-10,230,28,1
-1,232,27,1
10,244,36,1
10,255,45,1
0,260,47,1
-10,254,36,1
-13,241,26,1
-4,232,21,1
4,236,30,1
14,251,45,1
9,267,50,1
1,271,47,1
-1,260,33,1
-3,240,25,1
-11,224,25,1
-13,217,30,1
-5,224,38,1
9,244,48,1
18,261,51,1
15,267,46,1
2,265,36,1
-8,257,24,1
-13,251,19,1
-11,248,32,1
-3,245,37,1
1,244,48,1
-1,236,45,1
0,230,40,1
-2,225,30,1
-4,226,28,1
0,238,36,1
10,255,47,1
13,272,46,1
7,278,36,1
2,273,27,1
-5,259,27,1
-13,243,32,1
-16,229,33,1
-8,224,37,1
1,228,40,1
7,236,44,1
7,243,47,1
3,246,38,1
0,250,32,1
-6,251,30,1
-8,252,31,1
-4,254,34,1
3,256,35,1
6,256,35,1
1,255,36,1
-6,251,34,1
-8,246,37,1
-3,242,41,1
1,240,41,1
1,238,42,1
-2,236,34,1
-7,234,27,1
-2,238,24,1
5,244,28,1
14,257,41,1
11,269,54,1
2,270,51,1
-9,260,37,1
-15,242,25,1
-15,229,20,1
-5,224,26,1
6,232,42,1
15,244,55,1
11,252,53,1
1,252,42,1
-10,249,31,1
-10,254,31,1
-5,248,28,1
6,251,33,1
9,251,36,1
1,249,37,1
-8,247,41,1
-9,246,41,1
-1,243,41,1
5,242,40,1
2,240,36,1
-2,240,30,1
-8,243,31,1
-4,247,32,1
5,252,38,1
13,258,44,1
9,261,44,1
-3,259,36,1
-13,250,30,1
-14,237,31,1
-9,226,34,1
-1,228,39,1
6,235,40,1
12,248,39,1
10,258,39,1
2,262,39,1
-5,259,33,1
-13,250,28,1
-12,242,27,1
-8,234,35,1
0,236,43,1
5,243,48,1
8,248,44,1
5,250,39,1
-3,250,35,1
-6,250,30,1
-5,251,32,1
-2,249,32,1
0,244,37,1
1,240,41,1
1,241,44,1
2,249,41,1
0,253,34,1
-3,250,33,1
-4,245,33,1
-5,242,36,1
-1,243,38,1
2,247,36,1
1,250,35,1
2,250,34,1
0,250,35,1
0,247,38,1
-2,248,41,1
-2,246,40,1
-5,244,38,1
-4,241,32,1
-1,240,31,1
1,244,36,1
6,249,41,1
6,253,39,1
3,255,37,1
-1,256,33,1
-5,256,34,1
-8,252,37,1
-10,242,37,1
-8,228,38,1
-1,225,39,1
6,235,39,1
13,253,40,1
10,262,35,1
1,261,36,1
-8,258,35,1
-12,251,33,1
-10,247,36,1
-4,242,42,1
0,240,44,1
5,241,42,1
5,241,38,1
1,241,34,1
-2,241,33,1
-5,246,33,1
-2,251,36,1
1,257,37,1
2,258,38,1
2,254,37,1
0,251,38,1
-4,247,39,1
-7,239,39,1
-9,234,38,1
-2,236,34,1
6,243,36,1
10,253,37,1
6,256,38,1
-2,257,39,1
-10,253,34,1
-9,247,34,1
-8,239,37,1
-4,233,41,1
0,233,42,1
6,242,39,1
13,253,34,1
9,259,33,1
-1,260,35,1
-10,258,40,1
-12,253,39,1
-13,242,38,1
-5,233,37,1
3,232,37,1
13,241,37,1
12,252,36,1
0,254,38,1
-12,251,40,1
-14,246,39,1
-8,244,38,1
1,243,36,1
7,245,38,1
8,250,36,1
2,254,33,1
-4,255,38,1
-9,249,40,1
-9,245,43,1
-4,242,42,1
0,242,38,1
2,244,35,1
7,249,33,1
5,253,33,1
1,254,37,1
-6,251,39,1
-11,244,40,1
-10,241,42,1
-5,237,39,1
1,241,38,1
6,245,36,1
10,250,36,1
4,255,35,1
-1,255,35,1
-6,252,33,1
-8,249,36,1
-7,247,40,1
-2,241,42,1
-1,237,42,1
0,238,40,1
3,243,36,1
8,254,32,1
7,259,29,1
-1,259,32,1
-10,254,35,1
-14,243,40,1
-11,234,43,1
-3,231,44,1
3,236,41,1
10,245,38,1
9,253,32,1
2,257,31,1
-1,256,33,1
-6,254,37,1
-8,251,40,1
-4,245,42,1
-1,241,41,1
2,239,38,1
4,242,37,1
2,245,37,1
0,247,34,1
-1,247,34,1
-2,248,36,1
-1,249,38,1
-1,248,38,1
-1,247,37,1
0,245,36,1
0,246,37,1
1,251,39,1
0,254,41,1
-1,254,41,1
-1,253,37,1
-1,249,30,1
-2,242,29,1
-6,237,35,1
-5,233,44,1
-1,238,48,1
4,245,45,1
7,254,37,1
4,256,31,1
0,255,30,1
-7,251,35,1
-10,247,41,1
-8,245,44,1
0,245,42,1
5,243,38,1
4,245,37,1
1,244,33,1
-3,246,31,1
-6,248,37,1
-2,248,41,1
-1,247,44,1
0,246,45,1
1,245,40,1
1,247,34,1
0,250,30,1
0,252,32,1
0,253,33,1
0,251,37,1
-2,248,41,1
-2,245,42,1
-5,242,42,1
-4,237,42,1
-1,238,38,1
1,241,35,1
6,248,32,1
4,254,33,1
2,256,36,1
-3,256,37,1
-7,254,39,1
-8,250,40,1
-4,245,41,1
1,242,40,1
3,242,37,1
1,241,34,1
-2,239,35,1
-6,239,36,1
-5,243,39,1
0,249,37,1
4,254,37,1
5,255,38,1
1,253,38,1
-4,251,41,1
-4,252,41,1
-2,253,37,1
-1,250,35,1
1,246,34,1
0,239,37,1
-2,234,39,1
-5,234,40,1
-4,237,41,1
0,244,38,1
6,252,37,1
11,257,39,1
5,260,36,1
-5,260,38,1
-14,256,37,1
-10,248,38,1
-5,240,37,1
0,235,37,1
2,236,34,1
3,242,37,1
2,245,38,1
0,248,42,1
-1,249,46,1
-1,251,44,1
0,253,38,1
0,255,31,1
-1,254,25,1
-2,252,30,1
-6,244,38,1
-5,240,44,1
2,241,54,1
6,243,48,1
6,250,39,1
3,252,32,1
-2,250,33,1
-10,247,32,1
-10,244,35,1
-3,243,33,1
3,245,36,1
8,250,43,1
7,253,50,1
-1,254,46,1
-5,251,36,1
-5,246,27,1
-3,243,23,1
-2,242,30,1
-3,242,40,1
-1,241,48,1
1,243,49,1
5,249,45,1
6,253,36,1
2,256,26,1
-3,256,28,1
-9,253,32,1
-10,250,38,1
-6,243,43,1
-1,237,46,1
1,234,44,1
2,234,41,1
3,240,33,1
3,250,30,1
1,258,29,1
0,260,36,1
-4,258,41,1
-7,250,41,1
-9,241,43,1
-5,234,42,1
0,235,39,1
6,242,33,1
10,248,27,1
3,252,32,1
-4,253,39,1
-9,254,45,1
-7,252,45,1
-1,248,41,1
0,245,35,1
1,241,30,1
1,241,29,1
1,245,34,1
0,249,42,1
0,254,45,1
-2,252,40,1
-2,247,35,1
-2,246,30,1
-1,245,32,1
0,244,36,1
0,245,43,1
1,245,46,1
0,248,42,1
1,250,34,1
1,254,26,1
0,256,26,1
-2,253,36,1
-8,246,45,1
-8,238,48,1
-3,233,44,1
2,237,37,1
9,244,31,1
7,253,31,1
1,256,35,1
-5,256,40,1
-8,254,43,1
-5,247,42,1
-2,243,37,1
-1,240,37,1
0,239,37,1
2,245,35,1
4,252,36,1
3,253,38,1
-3,253,39,1
-9,247,40,1
-9,241,40,1
-4,241,37,1
2,243,34,1
7,246,34,1
7,252,37,1
2,254,36,1
-4,254,39,1
-11,250,39,1
-8,243,39,1
-3,240,38,1
-1,235,33,1
7,246,34,1
6,252,36,1
1,253,37,1
-2,251,39,1
-6,250,40,1
-5,246,37,1
-3,243,38,1
-1,242,38,1
1,245,37,1
2,246,36,1
1,248,35,1
0,249,38,1
-2,246,40,1
-3,245,41,1
-4,246,39,1
-2,248,37,1
1,251,33,1
3,252,33,1
4,253,36,1
1,252,34,1
-2,250,36,1
-8,245,38,1
-10,239,42,1
-6,236,42,1
-1,237,38,1
8,243,37,1
12,251,32,1
8,257,31,1
0,257,35,1
-11,256,41,1
-12,248,45,1
-9,240,44,1
-2,235,37,1
4,237,32,1
11,243,30,1
11,250,32,1
2,255,39,1
-8,255,44,1
-13,250,44,1
-9,244,40,1
0,239,34,1
5,241,33,1
9,246,32,1
3,251,35,1
-5,252,41,1
-10,249,44,1
-6,244,41,1
0,244,34,1
5,244,30,1
5,248,32,1
0,249,38,1
-6,248,45,1
-7,248,47,1
-2,247,41,1
2,248,32,1
5,247,28,1
1,246,31,1
-3,246,39,1
-6,248,46,1
-3,250,46,1
3,251,38,1
4,248,31,1
0,245,30,1
-5,242,34,1
-8,243,40,1
-4,246,41,1
2,247,40,1
8,249,38,1
6,250,34,1
0,249,33,1
-7,251,37,1
-6,252,38,1
-1,251,39,1
0,248,40,1
1,243,39,1
0,240,37,1
-1,240,36,1
-1,243,34,1
0,248,35,1
0,251,38,1
0,251,41,1
1,251,40,1
1,252,36,1
0,252,33,1
-3,250,35,1
-9,244,40,1
-7,240,43,1
-1,237,39,1
3,241,34,1
8,246,30,1
7,251,34,1
-4,247,42,1
-6,253,44,1
-7,252,39,1
-3,249,34,1
-2,244,34,1
0,240,38,1
0,241,39,1
2,246,36,1
3,249,34,1
-1,252,35,1
-3,248,39,1
-2,246,41,1
-1,247,41,1
1,249,32,1
1,252,29,1
-2,250,33,1
-1,244,40,1
-1,243,45,1
1,242,45,1
2,245,37,1
2,249,29,1
0,252,29,1
-1,253,35,1
-2,253,42,1
-3,249,38,1
-3,244,38,1
-1,240,37,1
0,241,39,1
2,245,41,1
2,249,37,1
1,250,34,1
0,249,33,1
-1,248,33,1
-4,250,37,1
-4,249,41,1
-2,248,41,1
1,245,40,1
4,247,37,1
4,248,36,1
1,248,35,1
-5,247,35,1
-8,244,36,1
-5,244,36,1
0,246,38,1
3,251,41,1
4,251,42,1
1,250,39,1
-2,248,35,1
-4,245,31,1
-5,244,34,1
-2,246,33,1
1,247,41,1
3,250,44,1
2,248,41,1
1,246,38,1
-3,246,34,1
-4,245,32,1
-3,246,35,1
1,249,36,1
3,253,38,1
2,253,38,1
-1,248,38,1
-2,243,40,1
-4,241,41,1
-2,243,38,1
0,246,33,1
0,249,31,1
1,249,36,1
1,250,41,1
0,251,41,1
-1,249,38,1
-2,248,35,1
-3,245,35,1
-1,244,37,1
0,245,38,1
2,244,38,1
2,245,36,1
0,245,34,1
0,248,36,1
-1,250,38,1
-2,251,38,1
-1,248,37,1
-1,245,33,1
-1,245,36,1
0,241,39,1
0,244,40,1
1,248,39,1
2,252,36,1
1,254,32,1
-3,253,34,1
-5,248,39,1
-5,245,43,1
-2,242,43,1
1,242,38,1
3,244,33,1
3,246,29,1
2,251,30,1
-1,254,36,1
-4,256,42,1
-4,252,44,1
-4,246,43,1
-1,238,39,1
1,237,35,1
1,241,31,1
3,248,29,1
1,253,35,1
0,255,41,1
-2,253,45,1
-2,250,41,1
0,247,36,1
1,244,35,1
0,243,36,1
-1,241,37,1
-2,242,36,1
-1,245,32,1
1,250,34,1
3,252,39,1
0,252,42,1
-2,250,42,1
-4,249,38,1
-1,247,33,1
0,246,33,1
1,245,34,1
0,245,36,1
0,245,39,1
-1,246,40,1
-1,246,40,1
0,248,35,1
0,251,35,1
1,252,34,1
0,249,36,1
-3,248,41,1
-4,244,39,1
-3,242,38,1
-2,243,36,1
1,244,36,1
3,248,35,1
4,252,37,1
1,255,38,1
-2,252,40,1
-7,248,41,1
-7,243,36,1
-4,242,36,1
0,244,35,1
4,245,36,1
5,248,39,1
3,251,38,1
-2,250,35,1
-6,249,40,1
-7,247,37,1
-3,244,38,1
1,245,39,1
4,248,39,1
3,252,38,1
1,252,34,1
-3,249,33,1
-7,244,34,1
-5,241,37,1
-1,241,41,1
2,245,45,1
7,249,43,1
4,251,37,1
0,252,31,1
-8,250,30,1
-11,247,35,1
-9,245,40,1
-1,242,40,1
6,244,39,1
11,249,39,1
6,253,37,1
0,254,34,1
-9,251,35,1
-10,246,36,1
-7,239,38,1
-1,237,40,1
1,239,39,1
6,247,41,1
7,255,38,1
2,258,35,1
-2,256,35,1
-9,252,32,1
-8,243,32,1
-5,238,36,1
0,237,39,1
4,239,44,1
5,244,43,1
2,249,40,1
0,253,35,1
-2,255,31,1
-4,254,31,1
-2,251,34,1
-1,248,38,1
0,243,40,1
1,240,42,1
1,242,40,1
1,244,39,1
1,247,37,1
0,252,34,1
-1,253,33,1
0,254,35,1
-3,252,35,1
-1,247,36,1
7,249,39,1
6,233,32,1
68,250,25,1
-16,205,60,1
-7,254,62,1
3,281,43,1
2,263,28,1
-4,242,29,1
-10,247,28,1
-21,259,30,1
-20,261,42,1
2,255,52,1
23,248,59,1
17,241,47,1
-1,237,28,1
-22,230,22,1
-19,216,27,1
-6,208,36,1
0,222,38,1
-3,253,68,1
-54,265,75,1
-27,294,61,1
10,294,42,1
26,272,55,1
5,246,69,1
-3,221,46,1
-3,204,17,1
-1,200,10,1
5,214,16,1
3,254,44,1
-9,281,58,1
-13,281,56,1
-4,264,41,1
5,245,30,1
5,238,17,1
-4,239,17,1
-7,241,26,1
-1,239,36,1
11,235,42,1
13,233,43,1
8,239,38,1
1,256,39,1
-7,275,49,1
-5,281,57,1
-4,260,54,1
-1,241,36,1
-3,218,16,1
-10,208,4,1
5,217,15,1
29,230,37,1
30,264,67,1
8,278,71,1
-11,275,25,1
-24,260,16,1
-20,251,21,1
-7,236,18,1
0,225,14,1
-3,213,26,1
2,217,35,1
15,236,46,1
36,251,61,1
42,262,60,1
32,266,47,1
17,261,52,1
8,261,52,1
-6,256,58,1
-21,237,43,1
-39,236,17,1
-33,227,3,1
-4,208,5,1
28,229,31,1
49,262,65,1
29,268,68,1
-14,264,51,1
-17,257,52,1
-6,241,11,1
15,223,-2,1
2,236,13,1
-18,239,54,1
-24,240,69,1
-9,249,69,1
11,258,50,1
20,260,24,1
11,251,22,1
-6,263,57,1
4,219,48,1
-10,221,56,1
-37,238,63,1
-55,245,74,1
-39,243,90,1
-5,258,82,1
25,271,53,1
29,269,24,1
27,258,6,1
25,241,5,1
13,228,9,1
-11,220,17,1
-36,229,34,1
-42,224,51,1
-29,244,60,1
-2,251,62,1
17,254,40,1
13,247,17,1
53,251,9,1
4,242,16,1
-9,256,36,1
-4,278,50,1
-14,270,63,1
-24,243,52,1
-18,227,23,1
-15,223,4,1
-12,230,20,1
-2,255,48,1
2,266,62,1
0,257,59,1
0,240,53,1
-2,224,40,1
-10,217,18,1
-18,221,8,1
-9,247,18,1
12,281,40,1
22,297,51,1
6,286,47,1
-10,258,44,1
-17,228,42,1
-15,204,34,1
-8,191,19,1
4,201,9,1
12,229,17,1
14,262,47,1
9,295,73,1
1,304,67,1
-2,287,42,1
0,264,18,1
1,233,14,1
-4,197,26,1
-1,191,43,1
5,212,55,1
13,245,56,1
11,270,43,1
-10,283,24,1
-30,272,21,1
-27,259,25,1
-15,243,29,1
1,227,35,1
13,221,40,1
13,230,44,1
4,248,48,1
-9,256,49,1
-12,259,46,1
-8,250,37,1
-6,246,20,1
-4,250,13,1
-3,247,18,1
2,240,33,1
14,237,53,1
22,243,67,1
12,251,69,1
-7,257,41,1
-22,255,11,1
-23,242,7,1
-12,229,20,1
4,220,33,1
22,233,56,1
30,252,69,1
17,269,64,1
-3,277,47,1
-20,268,37,1
-19,242,30,1
-11,214,16,1
1,208,14,1
10,220,29,1
17,245,61,1
27,271,74,1
18,279,59,1
-4,272,39,1
-21,257,30,1
-27,234,23,1
-26,215,17,1
-6,209,21,1
20,226,34,1
36,247,54,1
22,255,59,1
-13,260,47,1
-39,269,38,1
-43,271,40,1
-18,260,48,1
11,236,52,1
24,214,36,1
23,213,23,1
7,226,20,1
-19,251,39,1
-36,273,56,1
-27,274,50,1
-5,259,43,1
13,242,45,1
20,223,38,1
16,221,34,1
3,234,30,1
-22,253,30,1
-25,262,30,1
-6,268,39,1
15,257,43,1
18,237,44,1
4,229,39,1
-10,233,36,1
-16,253,28,1
-8,265,31,1
5,259,35,1
13,237,39,1
14,220,38,1
4,224,40,1
-11,246,47,1
-16,269,51,1
-11,278,43,1
-1,266,33,1
10,236,26,1
16,214,18,1
10,212,26,1
1,230,49,1
-4,264,67,1
-4,286,63,1
-3,277,61,1
3,250,54,1
5,225,27,1
2,215,8,1
-5,228,12,1
-9,253,43,1
-3,262,67,1
4,259,72,1
9,254,64,1
9,245,39,1
1,233,10,1
-9,230,7,1
-15,244,26,1
-13,256,51,1
-2,258,62,1
5,254,56,1
13,245,40,1
14,237,26,1
1,235,18,1
-16,237,24,1
-26,242,38,1
-18,251,51,1
10,259,59,1
33,265,58,1
30,257,48,1
16,242,29,1
-1,229,13,1
-21,223,10,1
-26,227,29,1
-12,244,63,1
18,260,78,1
40,265,60,1
35,258,34,1
17,244,21,1
-12,236,21,1
-39,236,26,1
-42,235,39,1
-13,236,46,1
24,245,40,1
41,248,44,1
32,253,46,1
5,255,43,1
-22,254,38,1
-36,248,28,1
-28,240,23,1
-8,237,23,1
8,236,30,1
17,240,46,1
17,247,58,1
14,253,58,1
6,256,47,1
-8,257,32,1
-22,255,21,1
-25,243,20,1
-15,232,30,1
5,231,39,1
24,237,52,1
28,246,52,1
6,253,40,1
-20,256,29,1
-27,255,31,1
-14,251,37,1
7,245,40,1
17,240,38,1
9,242,31,1
-5,246,27,1
-16,248,36,1
-15,248,47,1
-3,244,52,1
6,239,42,1
12,241,27,1
9,251,24,1
1,258,36,1
-9,258,50,1
-15,249,46,1
-13,233,35,1
-3,224,30,1
5,234,36,1
14,254,46,1
13,268,46,1
0,266,44,1
-14,254,40,1
-19,233,31,1
-12,226,27,1
-7,225,30,1
16,253,49,1
16,263,55,1
3,257,52,1
-14,241,40,1
-20,226,25,1
-12,226,18,1
5,246,31,1
18,268,54,1
15,273,63,1
5,256,54,1
-8,236,39,1
-16,221,27,1
-16,225,23,1
-4,245,27,1
15,259,49,1
22,262,62,1
12,253,55,1
-5,243,41,1
-22,239,30,1
-23,241,27,1
-4,245,30,1
14,250,43,1
20,254,49,1
7,252,45,1
-10,245,38,1
-18,236,34,1
-13,237,37,1
5,246,42,1
18,256,41,1
13,261,37,1
0,256,35,1
-16,245,36,1
-19,231,37,1
-11,225,39,1
5,234,41,1
21,252,38,1
17,261,35,1
-1,259,39,1
-15,256,44,1
-12,250,47,1
-5,241,41,1
0,233,34,1
1,233,28,1
1,244,26,1
4,257,35,1
7,262,50,1
3,255,56,1
-2,246,44,1
-9,241,30,1
-11,240,23,1
-7,239,25,1
0,242,37,1
9,250,49,1
12,255,54,1
4,253,49,1
-7,247,38,1
-14,240,30,1
-10,237,26,1
-2,241,30,1
3,246,40,1
6,250,51,1
5,251,52,1
1,250,44,1
-2,248,33,1
-6,247,28,1
-8,247,31,1
-8,248,36,1
0,247,41,1
4,247,43,1
7,246,45,1
3,246,42,1
-4,246,33,1
-8,247,35,1
-6,247,40,1
-1,246,44,1
2,246,39,1
4,248,31,1
1,246,28,1
-7,244,34,1
-8,243,48,1
0,246,57,1
6,250,54,1
7,253,36,1
3,252,21,1
-4,245,19,1
-13,237,31,1
-14,236,47,1
-4,242,56,1
9,249,56,1
13,255,43,1
8,255,30,1
-2,253,24,1
-12,246,28,1
-16,244,35,1
-9,248,45,1
2,248,53,1
10,242,52,1
9,235,42,1
3,234,30,1
-5,240,24,1
-11,253,29,1
-11,260,41,1
-2,259,51,1
4,252,46,1
4,242,37,1
0,237,29,1
-6,240,30,1
-9,250,39,1
-1,256,47,1
5,255,48,1
6,249,40,1
1,242,32,1
-8,237,29,1
-12,239,35,1
-7,247,45,1
3,252,51,1
13,252,47,1
9,248,41,1
-3,242,33,1
-17,243,28,1
-16,246,31,1
-5,251,37,1
10,253,45,1
16,253,51,1
10,250,45,1
-6,247,37,1
-16,245,29,1
-11,244,27,1
-2,241,30,1
4,241,43,1
7,241,54,1
3,247,52,1
-1,251,41,1
-2,252,29,1
-3,249,25,1
-6,245,26,1
-5,245,37,1
-1,248,45,1
3,252,54,1
3,252,49,1
-1,251,35,1
-4,248,25,1
-3,247,22,1
-1,245,33,1
0,244,48,1
1,241,54,1
1,239,48,1
-1,243,38,1
