x,y,z,label
-10,218,47,1
-5,219,40,1
5,235,32,1
19,255,32,1
19,270,48,1
9,271,56,1
1,261,51,1
-2,249,42,1
-4,239,38,1
-7,230,39,1
-5,223,43,1
0,224,46,1
9,237,45,1
17,257,46,1
16,271,46,1
4,262,43,1
1,252,43,1
1,243,44,1
-2,241,46,1
-7,239,48,1
-9,241,49,1
0,242,42,1
9,246,40,1
8,251,46,1
6,249,46,1
5,242,37,1
3,235,36,1
-4,237,43,1
-14,247,52,1
-13,258,56,1
-2,263,53,1
14,261,49,1
15,252,46,1
5,237,43,1
-6,227,43,1
-11,225,40,1
-8,229,40,1
3,240,48,1
20,256,57,1
25,259,56,1
7,255,45,1
-11,253,41,1
-23,251,45,1
-14,245,51,1
5,240,50,1
22,237,48,1
19,239,40,1
4,245,36,1
-10,250,37,1
-11,249,42,1
-4,248,50,1
0,242,52,1
1,241,47,1
-1,240,38,1
-3,239,32,1
1,242,33,1
10,245,42,1
11,250,52,1
2,256,56,1
-5,259,51,1
-5,257,38,1
0,252,30,1
1,241,29,1
-3,231,33,1
-2,227,39,1
3,231,50,1
6,240,57,1
9,252,54,1
8,262,46,1
2,260,41,1
-10,252,43,1
-12,244,41,1
-5,239,39,1
1,235,42,1
9,238,46,1
12,244,51,1
4,249,49,1
-3,247,49,1
-9,244,51,1
-6,245,53,1
3,252,48,1
9,261,41,1
8,261,40,1
4,251,45,1
-2,235,50,1
-12,227,50,1
-14,225,47,1
-3,230,39,1
10,240,32,1
19,251,38,1
13,256,58,1
0,258,67,1
-14,257,65,1
-12,253,60,1
-2,250,45,1
3,247,36,1
1,239,30,1
-3,229,30,1
-3,230,47,1
-1,238,57,1
2,245,58,1
6,253,47,1
5,256,40,1
2,254,41,1
-2,249,47,1
-7,245,48,1
-10,243,47,1
-6,244,42,1
-1,246,39,1
3,247,39,1
5,248,45,1
6,248,46,1
2,246,49,1
-1,242,48,1
-3,243,44,1
-7,244,41,1
-7,247,39,1
-1,247,39,1
2,245,45,1
5,243,50,1
5,245,48,1
3,247,45,1
1,245,40,1
-1,246,40,1
-3,250,42,1
-3,252,50,1
-2,252,52,1
1,246,50,1
0,241,43,1
1,234,35,1
1,232,30,1
4,238,32,1
7,249,47,1
4,257,58,1
-1,258,61,1
-5,255,62,1
-4,247,59,1
-2,242,46,1
0,236,34,1
4,236,30,1
7,242,33,1
7,248,42,1
1,251,51,1
-4,250,53,1
-4,247,49,1
-2,242,44,1
-2,241,40,1
1,242,40,1
3,246,45,1
5,247,43,1
3,246,40,1
1,244,39,1
-1,244,40,1
-5,246,47,1
-6,249,51,1
-4,251,52,1
-1,253,44,1
2,251,37,1
3,247,32,1
2,240,38,1
0,239,46,1
-2,237,54,1
-5,239,52,1
-4,244,48,1
-1,250,45,1
1,253,40,1
4,256,40,1
1,258,45,1
-2,255,47,1
-6,244,44,1
-5,232,39,1
0,225,38,1
2,228,43,1
6,240,49,1
6,250,51,1
2,256,50,1
-2,257,51,1
-9,256,54,1
-12,251,53,1
-10,246,46,1
-3,243,36,1
4,237,37,1
11,236,46,1
14,240,51,1
7,244,52,1
-7,249,53,1
-17,252,49,1
-16,252,46,1
-5,245,43,1
0,241,37,1
4,238,36,1
5,246,43,1
5,255,51,1
4,257,54,1
2,253,54,1
1,242,46,1
-3,232,40,1
-9,228,38,1
-12,233,34,1
-9,240,39,1
1,251,50,1
9,262,61,1
11,262,60,1
8,256,53,1
1,247,45,1
-6,240,41,1
-10,238,39,1
-6,237,34,1
1,242,38,1
6,249,45,1
7,249,52,1
1,245,52,1
0,241,49,1
-2,244,48,1
-1,250,44,1
0,252,38,1
0,249,35,1
-1,243,36,1
0,239,39,1
0,239,42,1
1,243,46,1
2,247,47,1
1,250,47,1
0,254,48,1
0,254,46,1
-1,251,43,1
-1,246,42,1
1,240,38,1
1,237,40,1
0,239,41,1
-1,242,43,1
-1,249,44,1
-2,253,46,1
-4,253,50,1
-2,249,50,1
0,244,48,1
4,240,42,1
7,241,38,1
7,245,39,1
2,251,45,1
-5,255,49,1
-12,253,48,1
-11,246,46,1
-3,235,43,1
1,230,42,1
4,229,42,1
3,239,44,1
3,253,49,1
3,263,54,1
4,263,53,1
2,256,50,1
-4,247,48,1
-11,240,42,1
-14,235,35,1
-9,234,33,1
2,235,35,1
14,241,48,1
18,246,60,1
8,248,61,1
-4,250,53,1
-18,253,46,1
-20,252,44,1
-10,247,41,1
4,240,37,1
15,239,39,1
13,244,48,1
4,247,52,1
-4,248,51,1
-11,248,46,1
-9,247,45,1
-4,249,45,1
2,248,46,1
7,250,44,1
8,250,44,1
2,245,44,1
-3,237,42,1
-7,231,40,1
-10,234,37,1
-3,241,39,1
3,250,49,1
11,258,55,1
11,260,54,1
4,254,48,1
-5,248,45,1
-14,240,44,1
-13,233,40,1
-8,229,38,1
1,232,44,1
13,242,52,1
16,255,56,1
9,259,54,1
-2,259,54,1
-14,255,51,1
-13,248,46,1
-8,239,38,1
1,233,35,1
11,235,39,1
13,242,45,1
5,248,50,1
-6,250,49,1
-14,249,49,1
-11,245,46,1
-1,241,43,1
7,240,39,1
9,247,40,1
4,251,43,1
-3,255,45,1
-5,253,46,1
-2,249,43,1
-1,245,40,1
-1,240,40,1
-4,235,46,1
-2,234,49,1
4,242,52,1
10,249,49,1
10,253,43,1
2,256,39,1
-12,256,37,1
-19,252,39,1
-14,244,42,1
-3,233,49,1
7,225,52,1
12,229,46,1
10,243,46,1
3,255,46,1
-6,262,49,1
-9,260,50,1
-7,255,49,1
-3,248,44,1
1,238,37,1
-1,233,37,1
-3,232,40,1
-5,237,48,1
-2,245,52,1
0,253,53,1
4,256,50,1
3,255,46,1
1,247,40,1
-2,241,39,1
-8,238,39,1
-9,238,40,1
-5,244,40,1
2,250,45,1
9,254,48,1
8,255,48,1
3,253,47,1
-3,246,46,1
-10,239,42,1
-12,236,40,1
-6,235,41,1
0,238,40,1
6,244,42,1
7,250,47,1
2,252,51,1
-3,253,50,1
-6,250,49,1
-4,248,47,1
-1,248,43,1
1,246,36,1
1,243,32,1
2,240,35,1
1,241,42,1
-1,243,53,1
-4,243,58,1
-6,245,57,1
-4,244,49,1
-2,245,45,1
-1,246,35,1
1,249,31,1
2,255,40,1
3,257,49,1
1,255,54,1
1,247,52,1
1,238,47,1
-1,231,40,1
-6,230,36,1
-12,234,38,1
-6,242,45,1
4,252,49,1
13,255,50,1
13,255,49,1
8,250,47,1
-1,246,43,1
-13,241,39,1
-17,239,38,1
-10,244,41,1
4,250,50,1
15,253,55,1
17,250,56,1
5,247,47,1
-9,243,35,1
-17,239,33,1
-12,234,42,1
0,234,50,1
8,241,55,1
10,250,48,1
3,256,40,1
-3,258,38,1
-7,254,44,1
-2,249,47,1
0,243,46,1
1,240,46,1
0,240,41,1
-3,240,39,1
-8,237,36,1
4,248,49,1
5,246,46,1
3,251,48,1
1,254,48,1
-1,253,45,1
-3,249,41,1
0,244,40,1
1,242,37,1
0,241,39,1
-5,241,43,1
-9,241,48,1
-7,245,52,1
0,246,50,1
7,249,46,1
7,250,40,1
1,249,37,1
-3,247,36,1
-7,246,41,1
-7,246,45,1
-2,246,51,1
1,245,52,1
2,243,50,1
1,243,41,1
-1,243,36,1
0,246,37,1
-1,248,36,1
-2,250,40,1
-1,250,44,1
-1,248,47,1
0,247,51,1
0,247,50,1
2,247,47,1
3,246,45,1
0,242,41,1
-5,237,40,1
-11,237,36,1
-10,238,37,1
-5,242,41,1
5,249,50,1
13,256,56,1
15,259,58,1
11,256,53,1
1,249,45,1
-10,243,33,1
-19,242,27,1
-15,239,34,1
-4,233,43,1
10,232,52,1
17,239,53,1
12,245,56,1
2,254,48,1
-7,260,43,1
-9,260,39,1
-7,257,42,1
-2,250,42,1
0,238,42,1
-1,228,38,1
-1,226,39,1
1,234,42,1
2,245,46,1
3,253,51,1
0,256,53,1
-2,254,53,1
-5,251,49,1
-5,250,43,1
-1,252,33,1
2,252,33,1
3,248,37,1
2,241,44,1
0,233,47,1
-2,230,51,1
-4,234,49,1
-4,241,45,1
-1,251,40,1
2,257,42,1
4,259,45,1
5,257,46,1
1,253,45,1
-2,240,40,1
-9,239,40,1
-9,235,40,1
-4,234,41,1
0,236,42,1
3,243,46,1
5,249,48,1
4,251,49,1
0,252,51,1
0,252,48,1
-3,250,45,1
-4,251,40,1
-2,248,37,1
-2,246,39,1
0,243,41,1
0,240,44,1
1,241,45,1
0,242,49,1
0,246,50,1
0,250,48,1
0,251,45,1
0,250,41,1
-3,249,39,1
-4,245,38,1
-3,242,40,1
0,239,42,1
2,239,44,1
5,242,45,1
2,248,43,1
-1,252,44,1
-4,254,46,1
-5,252,47,1
-1,249,45,1
0,246,45,1
2,241,40,1
2,240,39,1
0,238,37,1
-3,237,42,1
-6,239,47,1
-5,246,53,1
0,252,54,1
3,258,51,1
2,263,44,1
2,259,41,1
0,252,35,1
-2,243,35,1
-3,230,35,1
-3,224,37,1
-1,224,44,1
3,234,53,1
8,248,56,1
5,258,55,1
0,263,51,1
-5,260,44,1
-11,255,35,1
-13,244,31,1
-10,233,34,1
-1,231,41,1
10,238,51,1
16,248,58,1
11,255,60,1
1,259,49,1
-2,255,40,1
-3,245,35,1
-8,236,34,1
-11,230,36,1
-5,229,40,1
5,232,47,1
11,245,54,1
10,254,55,1
1,261,52,1
-3,261,45,1
-10,257,38,1
-10,249,35,1
-5,240,38,1
0,233,41,1
5,230,46,1
7,235,48,1
3,244,47,1
-1,251,47,1
-7,254,46,1
-8,255,46,1
-6,251,41,1
-3,248,40,1
-1,244,40,1
0,243,42,1
1,245,45,1
0,246,50,1
0,247,49,1
0,248,45,1
0,245,41,1
1,243,39,1
0,243,36,1
0,244,37,1
-1,248,44,1
-2,251,50,1
-4,249,52,1
-2,244,48,1
-1,240,47,1
0,238,41,1
0,243,40,1
1,252,38,1
0,258,41,1
-1,260,43,1
-1,253,47,1
0,240,46,1
1,224,46,1
0,221,45,1
-1,229,42,1
-1,249,40,1
-1,265,41,1
0,271,45,1
-2,266,47,1
-1,255,47,1
-1,239,45,1
0,224,44,1
2,218,44,1
2,226,41,1
3,243,42,1
0,256,44,1
-6,262,48,1
-9,259,49,1
-8,255,49,1
-5,248,48,1
1,240,46,1
4,235,42,1
4,238,38,1
1,244,35,1
-5,250,40,1
-9,252,48,1
-8,250,51,1
-2,246,50,1
2,240,47,1
4,234,45,1
3,237,40,1
0,242,40,1
-3,251,43,1
-6,256,45,1
-4,257,47,1
-1,255,46,1
0,247,47,1
1,239,45,1
-1,232,46,1
-4,233,45,1
-4,242,47,1
0,252,46,1
4,257,43,1
6,257,38,1
5,252,38,1
0,244,43,1
-6,235,46,1
-10,230,49,1
-9,231,46,1
-2,240,48,1
1,250,42,1
5,255,43,1
2,256,43,1
-1,256,45,1
-6,253,45,1
-7,247,49,1
-3,242,49,1
3,240,45,1
5,240,42,1
4,240,41,1
-1,243,45,1
-7,242,47,1
-9,242,47,1
-4,245,47,1
2,249,46,1
9,253,44,1
8,255,42,1
2,253,42,1
-9,249,44,1
-14,244,45,1
-10,239,45,1
-2,235,44,1
4,237,43,1
7,242,42,1
8,246,40,1
5,250,41,1
1,252,40,1
-3,252,40,1
-7,252,42,1
-7,247,47,1
-9,244,50,1
-9,240,51,1
-3,238,49,1
2,242,44,1
8,250,41,1
9,256,37,1
4,258,36,1
-2,253,36,1
-8,244,39,1
-9,236,43,1
-4,229,50,1
0,229,55,1
3,233,58,1
4,243,52,1
1,254,43,1
-5,261,36,1
-9,262,34,1
-7,259,38,1
-1,253,47,1
3,244,53,1
6,233,56,1
4,231,53,1
0,237,46,1
-4,245,37,1
-5,247,34,1
-2,244,41,1
-1,243,47,1
2,244,50,1
2,248,54,1
1,252,51,1
-2,255,43,1
-3,254,38,1
-3,250,36,1
-2,244,39,1
1,238,44,1
3,237,48,1
3,237,51,1
3,243,46,1
0,249,40,1
-3,254,36,1
-4,255,37,1
-3,252,41,1
-1,245,45,1
0,237,50,1
0,233,50,1
-1,237,47,1
-1,247,44,1
0,255,39,1
2,257,38,1
4,257,38,1
1,254,39,1
-3,247,41,1
-10,238,47,1
-10,233,53,1
-3,230,51,1
3,230,49,1
10,237,46,1
10,244,44,1
2,254,41,1
-9,263,38,1
-15,266,38,1
-15,263,48,1
-6,254,56,1
0,236,55,1
5,221,51,1
8,219,44,1
5,230,36,1
-1,244,34,1
-10,252,36,1
-8,261,47,1
-5,262,55,1
-2,258,58,1
-2,248,52,1
-2,235,47,1
-2,229,42,1
-1,230,38,1
1,237,41,1
1,246,41,1
1,253,46,1
1,255,51,1
0,252,49,1
-3,247,45,1
-2,242,41,1
-1,241,38,1
-2,247,37,1
-3,253,40,1
-2,253,45,1
-1,247,51,1
1,240,55,1
2,236,55,1
2,236,50,1
0,242,38,1
-3,251,32,1
-7,255,35,1
-5,255,40,1
-2,254,46,1
1,247,54,1
1,240,54,1
2,234,50,1
1,236,43,1
0,240,36,1
-3,246,36,1
-6,250,40,1
-5,254,46,1
-2,253,50,1
1,250,51,1
2,247,49,1
2,243,44,1
0,242,37,1
-4,244,37,1
-4,244,39,1
-2,245,42,1
1,243,46,1
4,241,48,1
3,241,48,1
1,243,45,1
-5,251,44,1
-9,255,44,1
-9,256,43,1
-4,254,43,1
0,248,43,1
4,240,43,1
5,235,44,1
2,236,43,1
-1,241,43,1
-2,246,45,1
-4,251,46,1
-3,251,44,1
-2,250,45,1
-1,247,43,1
0,247,43,1
0,244,47,1
0,241,46,1
0,239,45,1
-1,243,43,1
0,246,41,1
0,250,42,1
0,252,38,1
-1,253,40,1
-1,250,44,1
0,245,45,1
-1,242,47,1
-1,240,47,1
-2,244,46,1
0,248,41,1
0,248,40,1
0,247,41,1
-1,246,39,1
0,245,43,1
0,243,45,1
-1,243,48,1
-1,245,46,1
0,248,45,1
-2,250,44,1
-4,248,41,1
-4,249,40,1
-2,246,41,1
0,243,42,1
4,241,44,1
6,241,46,1
2,244,46,1
-2,248,47,1
-9,252,47,1
-11,252,45,1
-7,252,44,1
-1,249,41,1
2,247,38,1
6,242,43,1
4,238,43,1
0,235,45,1
-4,236,47,1
-4,240,47,1
-2,247,46,1
-1,254,44,1
0,258,41,1
0,255,42,1
-1,250,43,1
-2,242,46,1
-1,239,45,1
1,239,43,1
1,242,41,1
1,247,41,1
0,249,43,1
0,248,44,1
0,247,48,1
0,243,49,1
-1,243,50,1
-3,243,47,1
-3,247,40,1
1,252,38,1
3,254,38,1
5,253,38,1
2,249,41,1
-2,244,46,1
-7,240,49,1
-8,239,49,1
-5,242,49,1
0,245,47,1
1,248,44,1
3,249,42,1
0,248,39,1
-1,246,40,1
-2,242,42,1
-2,241,44,1
0,242,46,1
1,246,47,1
1,249,47,1
0,250,46,1
-4,252,45,1
-4,251,43,1
-4,250,42,1
-2,251,41,1
1,247,39,1
3,243,38,1
2,239,39,1
1,234,42,1
-2,233,45,1
-4,239,49,1
-4,245,51,1
-3,251,50,1
-2,253,47,1
0,255,42,1
1,255,38,1
1,255,38,1
1,252,40,1
-1,247,40,1
-2,242,44,1
-3,237,44,1
-1,235,48,1
0,235,44,1
0,240,43,1
1,244,41,1
0,250,42,1
-1,254,44,1
-4,256,45,1
-4,254,48,1
-2,250,47,1
-2,245,45,1
-1,240,42,1
1,238,39,1
2,239,39,1
3,241,39,1
2,244,44,1
0,246,46,1
-2,248,48,1
-3,249,48,1
-3,250,45,1
-2,248,44,1
-1,249,45,1
0,247,47,1
0,244,49,1
2,242,45,1
5,243,43,1
3,247,41,1
-1,247,43,1
-6,244,45,1
-7,242,46,1
-6,241,44,1
-3,245,45,1
-1,251,47,1
-1,255,49,1
2,253,49,1
4,249,44,1
4,241,37,1
-3,238,38,1
-11,238,43,1
-11,243,49,1
-2,250,50,1
8,251,49,1
10,251,45,1
3,245,43,1
-8,242,42,1
-16,240,40,1
-14,244,42,1
-3,248,45,1
7,250,49,1
10,247,51,1
6,244,48,1
1,245,41,1
-3,244,36,1
-6,246,34,1
-3,250,42,1
-1,252,51,1
-1,251,56,1
-3,247,54,1
-2,241,47,1
0,239,39,1
1,241,35,1
2,245,34,1
3,246,41,1
1,245,48,1
-3,245,49,1
-5,244,48,1
-4,249,43,1
0,252,42,1
1,253,41,1
2,249,43,1
0,246,41,1
-4,243,42,1
-3,245,40,1
0,244,44,1
3,243,49,1
1,241,50,1
-1,239,49,1
-4,239,41,1
-4,243,37,1
-1,247,36,1
2,252,43,1
1,255,49,1
0,255,53,1
0,248,51,1
-4,246,44,1
-2,242,41,1
0,242,38,1
1,241,38,1
0,239,41,1
1,239,40,1
1,243,42,1
1,249,50,1
0,252,52,1
-1,252,55,1
-5,249,53,1
-3,244,47,1
-2,241,40,1
0,239,33,1
0,242,34,1
0,250,41,1
0,256,51,1
0,255,53,1
1,248,52,1
-1,241,46,1
-2,237,39,1
-4,237,39,1
-4,241,39,1
-2,247,45,1
1,249,48,1
3,249,50,1
3,246,43,1
0,245,39,1
-4,246,40,1
-9,249,43,1
-9,250,45,1
-2,249,46,1
4,245,45,1
7,245,43,1
6,243,42,1
0,245,42,1
-7,245,43,1
-11,243,44,1
-8,241,43,1
-3,243,45,1
0,245,47,1
0,249,49,1
1,251,48,1
1,252,44,1
2,247,40,1
0,246,36,1
-3,245,38,1
-6,246,44,1
-6,247,49,1
-4,245,49,1
-1,242,43,1
1,241,38,1
1,246,39,1
1,249,46,1
0,249,50,1
0,247,52,1
-1,243,43,1
-4,242,36,1
-7,243,34,1
-5,246,41,1
1,249,49,1
5,253,57,1
4,252,58,1
-2,246,51,1
-13,241,45,1
-14,242,42,1
-6,240,38,1
3,239,39,1
10,243,47,1
8,252,53,1
-2,255,58,1
-10,255,58,1
-11,249,52,1
-5,243,42,1
0,237,32,1
0,239,34,1
3,247,42,1
-3,251,55,1
0,249,59,1
2,242,56,1
0,237,46,1
-1,239,36,1
-5,246,35,1
-8,253,42,1
-3,255,49,1
0,253,52,1
2,246,50,1
1,240,45,1
-2,238,41,1
-5,241,41,1
-5,246,45,1
-2,252,50,1
0,251,50,1
1,249,46,1
0,247,39,1
-1,244,39,1
-4,245,41,1
-5,246,45,1
-2,243,49,1
1,240,49,1
2,239,43,1
0,241,40,1
-2,244,37,1
-4,251,43,1
-4,255,47,1
-1,255,53,1
1,253,50,1
1,247,48,1
1,242,43,1
-1,239,38,1
-2,239,38,1
-2,240,41,1
-1,247,46,1
0,250,48,1
0,250,48,1
0,248,46,1
-2,246,44,1
-2,247,42,1
-1,248,42,1
0,249,45,1
0,248,46,1
-1,246,45,1
-1,241,44,1
-3,240,44,1
-1,239,41,1
0,243,43,1
2,248,46,1
2,252,51,1
-3,252,51,1
-7,248,49,1
-7,244,43,1
-4,243,40,1
2,245,38,1
5,249,43,1
4,251,48,1
-2,247,48,1
-5,241,50,1
-8,238,47,1
-4,238,44,1
1,242,43,1
2,250,44,1
1,257,49,1
0,254,48,1
-3,251,48,1
-2,243,43,1
-1,239,41,1
2,237,39,1
1,240,42,1
0,245,44,1
-2,248,49,1
-2,248,48,1
-4,247,46,1
-2,248,44,1
0,250,43,1
0,252,41,1
1,249,43,1
0,246,45,1
0,240,44,1
-2,238,43,1
-1,239,42,1
0,243,42,1
2,249,47,1
1,254,49,1
0,252,51,1
-7,249,47,1
-8,244,43,1
-3,240,39,1
0,240,39,1
3,242,42,1
2,245,49,1
-2,247,49,1
-7,247,48,1
-6,246,43,1
-1,247,40,1
2,249,40,1
4,250,42,1
1,249,43,1
-3,246,45,1
-5,243,44,1
-6,241,43,1
-1,242,42,1
-1,244,44,1
0,245,46,1
0,246,46,1
0,246,44,1
0,249,43,1
0,250,41,1
0,249,42,1
-1,250,41,1
-2,245,43,1
-2,241,42,1
0,239,41,1
0,241,44,1
-1,244,46,1
-3,248,47,1
-3,250,47,1
-1,249,44,1
1,250,42,1
2,251,39,1
2,250,39,1
0,246,42,1
-3,243,41,1
-4,240,43,1
-4,239,44,1
-1,243,46,1
0,247,46,1
1,250,47,1
0,249,47,1
0,248,44,1
0,246,41,1
-1,244,39,1
-2,244,39,1
-2,244,42,1
-1,246,46,1
0,248,48,1
-2,248,48,1
0,247,44,1
0,245,41,1
-1,246,41,1
-1,248,43,1
0,247,44,1
-1,246,44,1
0,243,45,1
-1,242,40,1
-1,242,42,1
-1,246,43,1
-2,250,45,1
-1,250,48,1
-1,248,49,1
0,245,46,1
0,243,42,1
2,243,38,1
1,242,38,1
0,246,42,1
-3,247,49,1
-6,249,49,1
-5,248,50,1
-1,247,48,1
2,244,44,1
2,245,42,1
2,245,40,1
0,246,39,1
-3,248,41,1
-4,247,42,1
-2,245,43,1
0,244,46,1
-1,245,45,1
0,244,44,1
-1,245,43,1
0,245,42,1
-1,246,42,1
0,245,43,1
0,246,45,1
0,248,45,1
0,248,43,1
0,249,43,1
-4,249,43,1
-5,250,41,1
-7,247,44,1
-5,244,43,1
-1,242,44,1
3,244,44,1
4,245,43,1
1,246,45,1
-3,248,45,1
-6,248,45,1
-6,248,43,1
0,249,41,1
2,247,40,1
1,243,41,1
-1,241,41,1
-3,241,43,1
-3,245,46,1
-1,250,48,1
0,251,49,1
-1,247,47,1
-4,243,42,1
-1,238,37,1
1,239,38,1
2,247,43,1
0,253,51,1
-2,253,51,1
-4,249,49,1
-1,243,37,1
0,240,33,1
1,240,35,1
0,245,40,1
-1,248,50,1
-3,252,55,1
-1,249,53,1
1,244,43,1
3,241,35,1
3,239,33,1
1,242,39,1
-6,249,49,1
-12,256,55,1
-10,255,54,1
-2,249,46,1
5,243,43,1
9,241,36,1
5,239,36,1
-3,240,42,1
-12,244,52,1
-14,248,54,1
-7,246,49,1
2,245,44,1
6,248,42,1
5,247,42,1
-1,246,43,1
-7,246,45,1
-7,249,45,1
-4,248,45,1
0,247,43,1
1,245,41,1
1,244,43,1
0,246,47,1
-1,245,49,1
-5,244,46,1
-6,240,41,1
-2,237,37,1
-1,239,37,1
2,246,45,1
5,252,48,1
4,255,50,1
0,254,48,1
-5,250,43,1
-8,246,40,1
-8,244,42,1
-4,243,46,1
-1,242,51,1
1,239,49,1
2,240,45,1
4,243,41,1
3,248,38,1
1,250,43,1
-7,253,47,1
-12,253,49,1
-9,248,46,1
-1,242,41,1
3,237,35,1
5,236,35,1
1,240,41,1
-4,246,50,1
-5,252,56,1
-1,253,53,1
1,251,48,1
3,249,47,1
-5,249,43,1
-7,248,39,1
-3,244,36,1
0,241,41,1
4,240,47,1
2,242,50,1
-1,243,50,1
-4,243,47,1
-5,243,44,1
-4,246,40,1
-1,249,41,1
0,252,45,1
2,255,48,1
2,254,49,1
0,249,46,1
-3,242,46,1
-7,237,41,1
-6,234,36,1
0,239,39,1
3,246,48,1
2,254,54,1
0,254,56,1
-5,250,52,1
-4,246,50,1
1,242,45,1
3,240,38,1
2,242,37,1
-5,247,43,1
-12,252,53,1
-8,247,53,1
1,240,50,1
10,238,45,1
9,238,41,1
1,246,41,1
-13,256,49,1
-16,258,53,1
-8,252,53,1
2,244,47,1
8,239,42,1
6,237,37,1
1,236,36,1
-9,240,39,1
-11,248,50,1
-8,253,55,1
-1,252,51,1
3,250,49,1
6,248,45,1
5,245,41,1
0,242,38,1
-8,244,40,1
-12,246,45,1
-8,247,48,1
0,246,47,1
5,245,46,1
5,244,41,1
2,241,36,1
-3,241,37,1
-7,247,42,1
-6,253,51,1
-1,255,56,1
0,252,54,1
1,245,48,1
2,240,41,1
1,236,36,1
0,235,32,1
0,241,37,1
-1,248,48,1
-1,254,56,1
-1,255,56,1
-2,253,49,1
-4,250,44,1
-2,243,38,1
0,240,37,1
2,241,40,1
3,244,48,1
1,247,51,1
-1,248,48,1
-5,248,44,1
-6,246,37,1
-4,248,36,1
0,250,45,1
4,247,51,1
4,243,50,1
1,240,45,1
-5,237,36,1
-7,238,30,1
-4,243,34,1
0,248,45,1
6,252,53,1
5,253,54,1
0,252,49,1
-9,250,45,1
